label,shoulderDistance_mean,shoulderDistance_std,shoulderDistance_var,rightWristVelocity_mean,rightWristVelocity_std,rightWristVelocity_var,leftWristVelocity_mean,leftWristVelocity_std,leftWristVelocity_var,symmetry_mean,symmetry_std,symmetry_var,trunkInclination_mean,trunkInclination_std,trunkInclination_var,headInclination_mean,headInclination_std,headInclination_var
Shame,"[-1.3818525176932706, 0.5757718823721796, 0.921235011795508, 0.8060806353210652, 0.921235011795508, 0.921235011795508, 0.921235011795508, 0.921235011795508, 0.921235011795508, 0.921235011795508, -1.151543764744398, -0.9212350117955124, -0.11515437647444282, -0.11515437647444282, -1.036389388269955, -1.3818525176932706, -1.7273156471166033]","[0.8311306843927521, 0.2827402233947371, -1.1075844605731027, -0.2721033043082172, -1.1075844605731027, -1.1075844605731027, -1.1075844605731027, -1.1075844605731027, -1.1075844605731027, -1.1075844605731027, 0.9779025653786568, 1.653687323772024, 0.9779025653786568, 0.9779025653786568, 1.0287755784124275, 0.8311306843927521, 0.46402233781927094]","[0.6657742823251852, -0.1276639345489528, -0.9677749877098052, -0.664401551846164, -0.9677749877098052, -0.9677749877098052, -0.9677749877098052, -0.9677749877098052, -0.9677749877098052, -0.9677749877098052, 0.9224748819021129, 2.345996388646889, 0.9224748819021129, 0.9224748819021126, 1.015820554475541, 0.6657742823251852, 0.10570024688461714]","[-0.04011379627420991, -0.2532183389809502, -0.46632288168769037, -0.3597706103343203, -0.3597706103343203, -0.04011379627420991, -0.46632288168769037, 0.06643847507916023, -0.3597706103343203, -0.3597706103343203, -0.2532183389809502, 3.944941152341832, -0.14666606762758005, -0.2532183389809502, 0.0664384750791601, -0.3597706103343203, -0.3597706103343203]","[0.1043634866672055, -0.23487240011654179, -0.5004738954043457, -0.3455927591120568, -0.3455927591120568, -0.07901744105259019, -0.5004738954043457, -0.022188128818861584, -0.3455927591120568, -0.3455927591120568, -0.23487240011654179, 3.9467394241436455, -0.14858766628988038, -0.23487240011654179, -0.022188128818861765, -0.3455927591120568, -0.3455927591120568]","[-0.1475043928370272, -0.2520837238848711, -0.3043733894087931, -0.277040155157652, -0.277040155157652, -0.20930127027438952, -0.3043733894087931, -0.19147524793668882, -0.277040155157652, -0.277040155157652, -0.2520837238848711, 3.9964991359933566, -0.22950409559045026, -0.2520837238848711, -0.19147524793668888, -0.277040155157652, -0.277040155157652]","[0.0052474681382263895, -0.07990462846844773, -0.8787123918739143, -0.9192610093056638, -0.9192610093056638, -0.8787123918739143, -0.8787123918739143, -0.7976151570104151, -0.9192610093056638, -0.9192610093056638, 0.8162198167732179, 1.9150873491736315, 1.6150275801786846, -0.04341087277987324, 1.319022672926913, 1.396065046047237, 0.16744193786522474]","[0.6491775390450418, 0.31184508227594016, -0.9340386326661745, -1.0504257982590672, -1.0504257982590672, -0.9340386326661745, -0.9340386326661745, -0.857068916848803, -1.0504257982590672, -1.0504257982590672, 1.0592391839807973, 1.410329192744605, 1.760621829569154, 0.35954118607508245, 0.8445116716192818, 1.275301979162068, 0.19032034341162732]","[0.3175316899340837, -0.10012616373703027, -0.8450646930573007, -0.8505422305746925, -0.8505422305746925, -0.8450646930573007, -0.8450646930573007, -0.835424227026691, -0.8505422305746925, -0.8505422305746925, 0.9491662601996006, 1.5980243994348038, 2.344757370045771, -0.04665882452226525, 0.6014521785955657, 1.3366801294050041, -0.2280398108581718]","[0.7556019132984926, 0.5440964612225934, 0.6275070620412576, 0.970086315403627, 0.9432757651404877, 0.6662334124213513, 0.594738611719639, 0.7049597628014448, 0.8062440637955405, 0.7496440132400133, -1.2492314563787006, -1.5620212094486954, 0.2223698580648817, -0.12616729535596485, -1.2581683064664173, -1.6245791600626953, -1.7645898114368823]","[0.4495788177651892, -0.36883058994751267, -0.902604673709241, -0.9773252168651339, -1.0075198072224287, -0.7306793076224141, -0.8235691739972875, -0.9330075441840373, -1.0290660739157595, -1.014067569401547, 1.0319499799760903, 2.3105481662963028, 0.6180416445188726, 0.9378614183059124, 0.8875095760210732, 0.9353537753920782, 0.6158265785898456]","[0.05278013675489524, -0.5763074755428715, -0.7332659193345221, -0.7392788463065989, -0.7405967481086979, -0.7045466425637816, -0.722640336055099, -0.7361854379100053, -0.7411458738595724, -0.7407980942173519, 0.7867690716614024, 3.2334263109706343, 0.24062690403324097, 0.6520593728760198, 0.5825217486236021, 0.6485541201662698, 0.2380277088124345]","[-0.864337410064746, -0.547074090301668, -1.1293854082721035, -1.6351262975856407, -0.19548935353024155, -0.4792458292687508, 0.8786467832795066, -0.6620259066791133, 0.3959964815053313, 0.30782357299502244, 1.8753773380625238, 0.644553760445605, -1.0618343265334078, 0.719322406292703, -0.9654289662526688, 1.547371880085773, 1.170855365821875]","[0.38685225778824694, -0.4913717727696886, 0.23246799124080725, 0.8037848881182451, -1.0207578238501833, 0.1831488631902477, -1.2184031265638409, -0.5303009748073979, 0.14113987966584118, -1.2653230320242943, 1.9893055168803808, 2.4090034292806233, 0.09825491786611615, -0.4955415158230673, -0.7666470362739695, -0.8357622297718578, 0.3801497678537934]","[0.2190262721479325, -0.5239185224099576, 0.0734887771131418, 0.6439002214142475, -0.8721752461968892, 0.02833841900764224, -0.982992989554405, -0.5520797004203155, -0.009606972979073565, -1.0077669991819058, 2.105882244267344, 2.7134869458584046, -0.047857070214653394, -0.5269542618554359, -0.7143565605436861, -0.7589901340636864, 0.2125755776112964]","[-0.329306901329848, -0.3006326787100073, 0.058211295182495716, 1.037145432372424, -0.14726536666547071, 0.021927387784360205, -0.9469216180662103, 0.0038771619687334824, -0.23755397159686895, 0.011748462435041893, 1.0467919378056485, 2.7980788170829625, -2.1339108983292654, 0.5150795749065717, -0.6723178863921999, -0.7419586443433532, 0.017007895894987045]","[0.1360053528543181, -0.7441067993430999, -0.34180684694636576, -0.4828902120258717, -0.9500173012740492, -0.9988690599545681, -0.6413273207724663, -1.420965239975164, -0.8471417306983842, -1.303353967073561, 0.8810136982167903, 0.6142225831506756, 1.1638239528895027, 1.1582466038500425, 1.2244171647667894, 0.674810140617839, 1.8779389817175756]","[-0.11254745516613984, -0.7908945998876695, -0.5273108186866832, -0.6286604900736023, -0.8955170680434749, -0.9173285326448056, -0.7309995184858591, -1.057711046270853, -0.8458098697628651, -1.0272562336442046, 0.7544823179195257, 0.4131385877464317, 1.1539129704372526, 1.1456617771292072, 1.244524946269605, 0.48763533238073864, 2.334679700783396]"
Frustration,"[1.4253327266555607, -0.673556623876859, -1.5730806312478933, -1.5730806312478933, -0.8734508477370843, -0.4736624000166337, -0.3737152880865117, -1.5730806312478933, -1.5730806312478933, -0.4736624000166337, 0.9255971670049844, 1.1254913908652133, 1.0255442789350953, -0.17382106422628643, -0.47366240001662246, 0.8256500550748587, -0.2737681761563972, 0.6257558312146371, 0.9255971670049769, 1.1254913908652133, -0.17382106422628643, 1.1254913908652133, 1.1254913908652133]","[1.907916772892787, 0.7817645671906941, -1.2168305106611381, -1.2168305106611381, 0.6411079458570688, 0.8663343450414772, 0.8898736781433062, -1.2168305106611381, -1.2168305106611381, 0.8663343450414772, -0.10649991185456714, -1.2168305106611441, -0.4161597293183944, 0.9015452588075459, 0.8663343450414772, 0.11556620790674813, 0.9015452588075459, 0.4300559107479271, -0.10649991185456714, -1.2168305106611441, 1.1954250028386026, -1.2168305106611441, -1.2168305106611441]","[2.891215658588816, 0.6008826184762159, -0.9847325631402011, -0.9847325631402011, 0.38555216171349244, 0.7379110909615856, 0.7770620831002626, -0.9847325631402011, -0.9847325631402011, 0.7379110909615856, -0.49534516140673895, -0.9847325631402011, -0.7302511142388008, 0.7966375791696013, 0.7379110909615856, -0.28001470464401573, 0.7966375791696013, 0.09191972067341532, -0.49534516140673895, -0.9847325631402011, 1.3251759730417387, -0.9847325631402011, -0.9847325631402011]","[2.028270103061097, -0.4124825914778482, -0.4124825914778482, -0.2709896816495036, -0.4124825914778482, -0.4124825914778482, -0.4124825914778482, -0.3417361365636759, -0.3417361365636759, 0.01199613800718563, -0.05875031690698663, -0.3417361365636759, -0.2709896816495036, -0.3417361365636759, -0.3417361365636759, -0.4124825914778482, -0.4124825914778482, -0.2002432267353313, -0.05875031690698663, -0.2002432267353313, 4.086991941063511, -0.05875031690698663, -0.4124825914778482]","[2.1042128681767953, -0.4548071990870958, -0.4548071990870958, -0.21214542723490828, -0.4548071990870958, -0.4548071990870958, -0.4548071990870958, -0.2796811499609808, -0.2796811499609808, -0.07112524903457158, -0.09590559844063136, -0.2796811499609808, -0.21214542723490828, -0.2796811499609808, -0.2796811499609808, -0.4548071990870958, -0.4548071990870958, -0.1638659553491858, -0.09590559844063136, -0.1638659553491858, 4.04351528384953, -0.09590559844063136, -0.4548071990870958]","[1.251623191295385, -0.28277725927225245, -0.28277725927225245, -0.2689799606828232, -0.28277725927225245, -0.28277725927225245, -0.28277725927225245, -0.27559116625692476, -0.27559116625692476, -0.24828401279867923, -0.2525956686078759, -0.27559116625692476, -0.2689799606828232, -0.27559116625692476, -0.27559116625692476, -0.28277725927225245, -0.28277725927225245, -0.26294364254994784, -0.2525956686078759, -0.26294364254994784, 4.4584689392551065, -0.2525956686078759, -0.28277725927225245]","[4.569132801432051, -0.39548930082148076, -0.06229318657627724, -0.06229318657627724, -0.5065546722365485, -0.5065546722365485, -0.39548930082148076, 0.04877218483879061, -0.01786703801025009, -0.39548930082148076, -0.39548930082148076, -0.06229318657627724, -0.39548930082148076, -0.17335855799134509, -0.39548930082148076, -0.06229318657627724, 0.2709029276689262, 0.20426370481988557, -0.39548930082148076, -0.39548930082148076, 0.09319833340481783, -0.39548930082148076, -0.17335855799134509]","[4.584880961919894, -0.33911590655547336, -0.05559388803587166, -0.05559388803587166, -0.6627097462729804, -0.6627097462729804, -0.33911590655547336, 0.00046028247764280455, 0.014831155875425956, -0.33911590655547336, -0.33911590655547336, -0.05559388803587166, -0.33911590655547336, -0.12511528409483433, -0.33911590655547336, -0.05559388803587166, 0.08366349608542331, 0.10305304296234795, -0.33911590655547336, -0.33911590655547336, 0.06317983255764167, -0.33911590655547336, -0.12511528409483424]","[4.687987188498075, -0.2397110234788038, -0.19231086203707304, -0.19231086203707304, -0.2585206113525065, -0.2585206113525065, -0.2397110234788038, -0.17952034228295527, -0.17605937811419398, -0.2397110234788038, -0.2397110234788038, -0.19231086203707304, -0.2397110234788038, -0.20660614882108708, -0.2397110234788038, -0.19231086203707304, -0.1584536038644082, -0.1531869192597715, -0.2397110234788038, -0.2397110234788038, -0.1638707651720346, -0.2397110234788038, -0.20660614882108708]","[-4.432971814394344, -0.013012482147143787, 0.18407901574002034, 0.8884986285589337, 0.5381137434262095, 0.26802539446973345, 0.06363421147564438, 0.8629497306846745, 0.6950569732252402, 0.16582980297269165, 0.05633452636871674, 0.28262476468359693, 0.24612633914893406, 0.3629213008598448, 0.07458373913603997, 0.2826247646835942, 0.47971626257075284, 0.0052367306201821714, -0.07140996300259506, -0.09330901832338895, -0.08965917576991829, -0.32324909919174255, -0.4327443757957256]","[4.546638574807216, -0.3268731514784533, -0.4507979065974088, -0.23934900116291408, -0.35171465137431895, -0.1709255713805684, -0.24171268002834972, -0.4071225787273087, -0.06893279732526203, -0.1278653830371597, -0.3849058808645812, -0.29765553981246967, -0.37060781495268513, -0.03203770519486422, -0.056194429583864225, -0.30571502002324635, -0.256618315386015, 0.06725557194397652, -0.15008660957990785, -0.3711863237716994, 0.7474372225500008, -0.2769841245858401, -0.4740458844342757]","[4.6798510003225955, -0.23967132020621104, -0.24975415210610066, -0.22911320330093937, -0.2421495920199886, -0.21887760122074837, -0.22943571812602004, -0.24685151868037486, -0.20039240940428407, -0.21154463256628322, -0.2451031488391482, -0.23646314641988253, -0.24388098739673733, -0.19275390038921617, -0.19781229080363888, -0.23737976750169063, -0.2314217304699377, -0.16968560316371106, -0.21541481046725094, -0.24393191079017112, 0.08679855509779048, -0.23400184907058297, -0.25101026247746744]","[-3.402660190722851, 0.5872656143423006, 1.0870834349214389, -1.16901781236782, 0.6520916737292047, -0.26781431326421645, 0.6071955218053033, -1.1875388151756785, 0.8882696468730112, -0.8206612289353867, 0.23967384094247673, 0.24241549419753405, 0.26788159420113933, 0.22220654543541937, 0.11996378042406822, -0.2976222242567464, 1.2860982173270874, -0.3690980278535504, -1.0133642160441205, 0.31207956153188304, 0.3280449349584972, 0.8880678435799532, 0.7994391243510546]","[2.445550463936057, -0.9863843892715923, -0.8067805262174685, 0.342929973672712, -0.5301027841611563, -0.13015389941253264, 0.09884481771174108, 1.6528941940632915, -0.9191041804775651, 1.0973093666484663, -0.9683099686999683, 0.20413294021107822, -0.820909154468315, -0.059908591417973195, -1.2623455183685932, -0.5182916252842658, -0.14499485373188747, 0.12564775889284602, 2.1698916778259654, -0.44237901365847976, 0.8454090876371453, -0.84562202957043, -0.5473237458590757]","[2.872929561521909, -0.7566676165772395, -0.6852320372131575, 0.08213088757686418, -0.5495732826389511, -0.2985686028031102, -0.12562942946372785, 1.610172590279542, -0.7314408577713225, 0.8770619631808831, -0.7500710413571235, -0.03897524649283608, -0.6913258900130564, -0.2477820782064886, -0.8409217203110773, -0.5430908008631642, -0.3090422390361078, -0.10399688465145555, 2.4048713966843307, -0.5000755387519366, 0.5859404444915658, -0.7017901117680913, -0.5589234658162505]","[2.975988899887076, 0.09889681486195614, 0.1572782390092677, -0.9082949831159373, 0.1491698656701312, 0.4316083066124878, 0.26408123023743124, -0.4744599186855407, 0.5450508615415814, -0.3788869501503799, 0.053677625525652084, 0.8173742871099439, -0.5015966934087063, 0.852875944672678, -2.2989389607252044, 0.4205662194340865, 0.09983919655510773, 0.7379219538843135, -1.7635193985212585, 0.2686163887366322, -1.190957647328511, -0.24695743846589083, -0.1093338433369167]","[1.6278573164024661, -0.5474899814457633, -0.8183920577614323, 0.10848794589567495, -0.7218735673449439, -0.9833103639609828, -0.2730039024372667, -0.7529583762481015, -0.7572929828681976, -0.8488677100329505, 0.10273401380966195, -0.39378038180731356, -0.798629440725566, 1.2667079699213835, 0.5623796080552772, -0.6009567395590222, -0.8414212717684508, 0.8411532274425128, 2.4956758950919484, 0.11773454237400086, 2.175419315030452, -0.4143056172474145, -0.5458674408159779]","[1.520154862943205, -0.5444061607059154, -0.6504143867707348, -0.14908196675827792, -0.6164827907443713, -0.6985617235499035, -0.4028628290612007, -0.6278745830047454, -0.6294281007614742, -0.6602458364326118, -0.15340261001767813, -0.46937603152526547, -0.643812591696125, 1.0280103299928915, 0.23931496996713655, -0.567979222872823, -0.6578827139327476, 0.5244321257472362, 2.945918222947873, -0.1421070471831933, 2.3797767780075847, -0.4800182790633208, -0.543670415525537]"
Pride,"[-1.8718055764849144, 0.7732941956906768, -0.7769077199695955, -2.1861821887516926, 0.20958440817784854, 1.0551490894471014, 0.06865696129963622, -0.07227048557856555, 0.06865696129964678, 0.6323667488124645, 0.35051185505606086, -0.21319793245676733, -0.6359802730914044, 1.0551490894471014, 0.914221642568889, 1.0551490894471014, 1.0551490894471014, -1.4815449543606414]","[1.592961592325724, -0.3154154774686261, 0.8879013747032707, 0.15705037217187698, 0.4632013826500139, -1.6408317979976874, 0.5770139098073945, 0.6701105217245885, 0.5770139098073945, -0.05033221336281399, 0.32507830421821715, 0.7449175789546226, 0.8739688545012859, -1.6408317979976874, -0.6850604969968185, -1.6408317979976874, -1.6408317979976874, 0.7449175789546226]","[2.4098782467100848, -0.6895046800176251, 0.9625713594901971, -0.16384412199240928, 0.26169061545657535, -1.315291058619073, 0.4369108014649804, 0.5870995323293275, 0.4369108014649807, -0.4141586734329882, 0.06143897430411191, 0.7122568080496177, 0.9375399043461392, -1.315291058619073, -0.98988214174632, -1.315291058619073, -1.315291058619073, 0.7122568080496177]","[4.03786740863351, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, 0.05426785261498208, -0.32730298608411057, -0.32730298608411057, 0.05426785261498208, -0.32730298608411057, -0.32730298608411057, -0.32730298608411057, 0.4358386913140747, -0.32730298608411057]","[4.054021827485141, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, 0.10531735534271683, -0.3239659268425627, -0.3239659268425627, 0.10531735534271683, -0.3239659268425627, -0.3239659268425627, -0.3239659268425627, 0.27086643762530266, -0.3239659268425627]","[4.122136622998752, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.21011869457784318, -0.25217670797045927, -0.25217670797045927, -0.21011869457784318, -0.25217670797045927, -0.25217670797045927, -0.25217670797045927, -0.17142532225663643, -0.25217670797045927]","[2.172067168780016, 1.3965726454410392, -0.5229682539128632, -0.043083029074387574, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.5229682539128632, -0.043083029074387574, -0.5229682539128632, -0.5229682539128632, -0.043083029074387574, 2.836228319956467, -0.5229682539128632]","[3.5338825352688303, 0.8628338577110388, -0.5190811269670296, 0.21748203472276198, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, -0.5190811269670296, 0.21748203472276198, -0.5190811269670296, -0.5190811269670296, 0.21748203472276198, 1.1798110264561996, -0.5190811269670296]","[4.037431065311078, 0.170543539943508, -0.338145684642211, -0.19363170038490443, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.338145684642211, -0.19363170038490443, -0.338145684642211, -0.338145684642211, -0.19363170038490443, 0.4306687116066597, -0.338145684642211]","[-0.19878499987759374, -0.5827334371411709, 1.3437446866726346, 1.5363924990539943, 0.8358549994853568, 0.5206131246794384, 0.13531749991670616, -0.24997812484606544, -0.3900856247597982, 0.2754249998304127, 1.221150624248102, 1.6414731239893134, 0.08277718744903999, -1.3533246866667272, -0.8279215619902097, -1.6335396864941927, -1.0731096868392749, -1.2832709367098871]","[0.5788821609319967, 0.05371775205082292, 1.2026255222618223, -0.21370118197619964, -0.5140454471040788, -1.0127020243634517, -0.6167877260465001, -1.0498063108280318, -0.596980944658494, 0.6280818834813515, -0.6368664922895889, -1.3479547634121132, 2.4560431866941568, -0.27731387538207164, -0.1446356530604432, 1.8335690834063914, -0.8320391116420613, 0.48991394193649035]","[0.33297220779682485, -0.14787586000215486, 1.041039935426702, -0.3522207623414896, -0.5491349409593942, -0.799921866557669, -0.6085807307308372, -0.8147833140005296, -0.5974346451486916, 0.38342088608011554, -0.6197268163129828, -0.9150980842398395, 2.913582313227153, -0.39680510467007196, -0.302063377221835, 1.9085769299036965, -0.7200415865522924, 0.24409481630329646]","[-2.297416270972528, 0.04113204502466441, -1.7062028160248899, -0.38045301941826576, 1.4626681273899174, 0.6308071991628056, -0.6150505980336286, -0.29252359552280544, 1.4849794607851348, -0.8025102218563207, 1.335982100948762, -0.11154159240432351, 0.4570717049648363, -0.04759079380828608, 0.16030264789981521, 1.255446011798444, -0.4258856170229967, -0.14921477291033527]","[3.885072899987406, -0.14036696588652206, 0.6237628434303181, -0.22969267771251975, -0.1966166455401855, -0.701542344586002, -0.027859136613599376, -0.2489125216402917, -0.4362095492800323, -0.3421156043238028, -0.5300048949428379, -0.534011565442773, 0.517531187778129, -0.41702555135544206, -0.5039555694593105, -0.04181754907550429, -0.17749196947294887, -0.49874438586408093]","[4.084163216014892, -0.23069399672984914, 0.14859729201807584, -0.2615792573960352, -0.25047121483903095, -0.37799816622343596, -0.18778600747088603, -0.26785655219946836, -0.3222027753277929, -0.29644804116224804, -0.3447658046159024, -0.345660481049096, 0.08353356711614407, -0.31720546773609126, -0.338810909362635, -0.19335218863981, -0.24387233138072395, -0.33759088101610674]","[1.2998884013333918, -0.7401278832421834, -0.28534780750051353, -0.04327965987712561, -1.2131762238473411, 0.05946760084727562, -0.8293687064829013, -0.12654327094583395, -0.30073525655747213, 1.603564323535138, -1.198548721453165, 0.7644691802983798, 0.15072000901478994, 1.4066281311035909, 1.7275622585737291, -0.4012562285732365, 0.04146805191683454, -1.9153841981433575]","[0.8154829060840506, -0.5915585830040679, -0.8961795348208856, -0.9687367613368845, -1.1646599976356304, -0.5073110337621828, 0.358341442998061, 1.3116860609349874, -0.13074373750565252, -0.6366836142970292, -0.5906534942272078, -0.340638495223374, 2.0769455628261695, 2.177781443421202, 0.2022356717854689, -0.5612214759800181, 0.537682376172763, -1.091768736429761]","[0.6193457274006957, -0.6005690212276414, -0.7763477430978581, -0.813580085723467, -0.905205991601807, -0.5464047951952908, 0.1494382001715117, 1.2095437958520605, -0.27490640455294346, -0.6285917115568185, -0.5999999024887943, -0.43216328180799146, 2.283300686767597, 2.4395811452899387, 0.005190535450524877, -0.5813418249201063, 0.3253473968230931, -0.8726367255827092]"
Joy,"[2.4864389033828305, 0.6705670550889183, 0.35011908186057905, 0.35011908186057905, 0.35011908186057905, 0.35011908186057905, 0.35011908186057905, 0.35011908186057905, 0.35011908186057905, -1.038488802128878, -1.572568757509449, -0.18396087351998383, -2.5339126771944547, -0.07714488244387607, -0.6112248378244309, 0.35011908186057905, 0.029671108632231703, 0.029671108632231703]","[1.950826974351811, 0.47048847849952324, -0.9420020410692987, -0.9420020410692987, -0.9420020410692987, -0.9420020410692987, -0.9420020410692987, -0.9420020410692987, -0.9420020410692987, 1.3037147560081828, 1.1767337382839345, 0.8038829679745789, -0.9420020410692925, 0.6546607592226696, 1.1767337382839345, -0.9420020410692987, 0.47048847849952347, 0.47048847849952347]","[2.7582402773912413, 0.04586147729629132, -0.8032310166464766, -0.8032310166464766, -0.8032310166464766, -0.8032310166464766, -0.8032310166464766, -0.8032310166464766, -0.8032310166464766, 1.3430861208199651, 1.1072270947247516, 0.493993626877197, -0.8032310166464766, 0.2817205033915047, 1.1072270947247518, -0.8032310166464766, 0.04586147729629147, 0.04586147729629147]","[4.070847103479196, -0.2527077796259366, -0.2527077796259366, -0.2527077796259366, -0.3653003547067994, -0.3653003547067994, 0.08506994561665193, -0.3653003547067994, -0.3653003547067994, -0.3653003547067994, -0.14011520454507373, -0.027522629464210933, -0.3653003547067994, -0.3653003547067994, -0.3653003547067994, -0.3653003547067994, 0.08506994561665193, -0.027522629464210933]","[3.9664681319036426, -0.11247122735975357, -0.11247122735975357, -0.11247122735975361, -0.4833535833125165, -0.4833535833125165, 0.2124833956479963, -0.4833535833125165, -0.4833535833125165, -0.4833535833125165, 0.030556084000308185, 0.13280246234598256, -0.4833535833125165, -0.4833535833125165, -0.4833535833125165, -0.4833535833125165, 0.2124833956479963, 0.13280246234598264]","[4.120039059350151, -0.24321706092687542, -0.24321706092687542, -0.24321706092687542, -0.2737399284409015, -0.2737399284409015, -0.16629943479152984, -0.2737399284409015, -0.2737399284409015, -0.2737399284409015, -0.21513602281397148, -0.18949681410218963, -0.2737399284409015, -0.2737399284409015, -0.2737399284409015, -0.2737399284409015, -0.16629943479152984, -0.1894968141021896]","[3.3785018391750254, -0.30169156278910275, -0.0754228906972757, -0.5678900005441935, -0.5678900005441935, -0.23514195335033006, -0.5013403911054207, -0.36824117222787545, -0.5013403911054207, -0.5678900005441935, -0.30169156278910275, -0.36824117222787545, -0.5013403911054207, -0.5678900005441935, 1.9543401971852907, 0.05767632818026967, -0.30169156278910275, 0.337184687823115]","[2.491207810121927, -0.24244412138322569, -0.11717934928689615, -0.6399563091157323, -0.6399563091157323, -0.2057423689087321, -0.42808160115409155, -0.28796360809513966, -0.42808160115409155, -0.6399563091157323, -0.2424441213832257, -0.28796360809513966, -0.42808160115409155, -0.6399563091157323, 3.033012600051252, -0.08648052270134927, -0.2424441213832257, 0.03251145098895821]","[2.285303394029972, -0.34070786988359214, -0.3093248450673221, -0.3837251001613455, -0.3837251001613455, -0.33239772312538984, -0.37150429610516555, -0.3499956809662889, -0.37150429610516555, -0.3837251001613455, -0.34070786988359214, -0.3499956809662889, -0.37150429610516555, -0.3837251001613455, 3.2888953764099567, -0.3003303332819737, -0.34070786988359214, -0.2606176084210114]","[-4.017173457504773, -0.1491090584663342, 0.3197472323262064, 0.7264083008707567, 0.7742507795230544, 0.300610240865283, 0.10445607839085408, 0.27429687760652316, 0.255159886145598, 0.3508448434501988, 0.2838653733369813, 0.23363077075206365, 0.2455913904151399, 0.11880882198654304, 0.10206395445823956, 0.14512218524531, 0.001594749288409685, -0.07016896869004048]","[3.4793123287240353, 0.363804877180023, 0.4529027138633423, -0.6414108116782011, -0.4383185291347696, -0.3554990502837759, -0.5335690574923319, -0.5282221108017264, -0.6923530323871431, -0.5618239912501224, -0.22858342114499464, -0.6205675859685338, -0.7540439505958129, -0.45972882769227075, 1.3181997979924232, -0.18141779246471162, -0.26085738121274704, 0.642175824347318]","[3.972371086785512, -0.05948238042522879, -0.007287436522266386, -0.39090231965528205, -0.36206941863239966, -0.3447696780186703, -0.37799616395932517, -0.37721461279606755, -0.3951057975333433, -0.3819039197756133, -0.3120290211794998, -0.38883226522286995, -0.39856997025697166, -0.3660194204575125, 0.6928979137389066, -0.2979399772364504, -0.3210696670679934, 0.11592304821507593]","[-3.14592464134876, -0.10317674125577116, -0.07710930244494082, 0.6986485768145198, -0.24752461263726885, 0.7111182904244849, 0.1758464589419434, 0.685735972146693, 0.014298722335416021, 0.5374769752607275, -0.552682430933181, -0.6034767415272323, -0.2921037133931464, 0.605138373109978, 2.129393781457437, 0.24800255794246057, -0.06227598119717337, -0.7213855436961853]","[1.517191061066961, -0.1848481209386486, -0.4917145808302585, -0.3208410832302176, -0.21724022266006165, -0.354290951572886, -0.975184844550284, -0.48284476494871237, -0.37565383823287896, -0.3616880582632161, 0.6351705198056534, -0.201067689338027, -0.780959231490641, -0.3427241864348439, 3.5054928805111296, 0.09622465942879907, -0.34616514804020987, -0.31885640028165846]","[1.0621950726103322, -0.26627574814772237, -0.40126946611005615, -0.33004035197870407, -0.28203278924000524, -0.3447634076105614, -0.549167817886297, -0.3978156890342932, -0.3539678092873146, -0.34796803639428153, 0.25113301051681863, -0.27421018324500607, -0.4992772911399497, -0.33971517826216974, 3.858162671888585, -0.11461042107259534, -0.34122170125351253, -0.3291548643532684]","[-1.3640545519500633, -0.42287508549663916, 2.198082059373699, -0.8420135098225445, -0.19442088016613981, -0.914464878744109, -0.7076609299411183, -0.5828223972625517, 0.07466913540892925, -0.08463681488221664, 1.0784105939680915, -0.08936068969620277, -1.3054758650981129, -0.05197316103060084, -0.034077843824007754, 2.1333174834300315, -0.014208504376327154, 1.123565840109882]","[-0.414233623212113, -1.1547527844865613, 0.7839037297479977, 0.00853115915996455, 0.9768248780953808, -0.41707874661359245, -0.8624243647247122, -0.48753139030527576, -0.1378552743969604, -0.575695651401163, 0.47610579365684963, -0.7014468624907229, 0.38057639861405074, -0.8031195182467156, 3.344658444433143, 0.33483408455417113, -0.7822954941662961, 0.030999221782551774]","[-0.40139520271263657, -0.6422134540886101, 0.4072601781737756, -0.1751935213602464, 0.5858796969823468, -0.40269905192835326, -0.5707829287462859, -0.4340541773870455, -0.2608165164078835, -0.47076918808267054, 0.15008254808456029, -0.518284193303963, 0.07721444801959443, -0.5525298832562124, 3.8719993819261647, 0.0434887694006633, -0.5458195857827964, -0.16136731953040362]"
