label,shoulderDistance_mean,shoulderDistance_std,shoulderDistance_var,rightWristVelocity_mean,rightWristVelocity_std,rightWristVelocity_var,leftWristVelocity_mean,leftWristVelocity_std,leftWristVelocity_var,symmetry_mean,symmetry_std,symmetry_var,trunkInclination_mean,trunkInclination_std,trunkInclination_var,headInclination_mean,headInclination_std,headInclination_var
Shame,"[0.12259259259259261, 0.12888888888888886, 0.13, 0.12962962962962962, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.12333333333333334, 0.1240740740740741, 0.12666666666666668, 0.12666666666666668, 0.12370370370370372, 0.12259259259259261, 0.12148148148148145]","[0.004382281320814534, 0.0031426968052735474, 0.0, 0.0018885257457751073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004714045207910321, 0.006241592424575085, 0.004714045207910321, 0.004714045207910321, 0.004829038818668633, 0.004382281320814534, 0.003552467795046462]","[1.9204389574759975e-05, 9.87654320987656e-06, 0.0, 3.566529492455425e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2222222222222264e-05, 3.8957475994513085e-05, 2.2222222222222264e-05, 2.222222222222226e-05, 2.331961591220855e-05, 1.9204389574759975e-05, 1.262002743484227e-05]","[0.0019230769230769232, 0.0011538461538461537, 0.0003846153846153846, 0.0007692307692307692, 0.0007692307692307692, 0.0019230769230769232, 0.0003846153846153846, 0.002307692307692308, 0.0007692307692307692, 0.0007692307692307692, 0.0011538461538461537, 0.016307692307692308, 0.0015384615384615385, 0.0011538461538461537, 0.0023076923076923075, 0.0007692307692307692, 0.0007692307692307692]","[0.004819216956208333, 0.0031948553318915675, 0.0019230769230769234, 0.0026646935501059657, 0.0026646935501059657, 0.003941134909984461, 0.0019230769230769234, 0.004213250442347432, 0.0026646935501059657, 0.0026646935501059657, 0.0031948553318915675, 0.02321764784808386, 0.0036080121229411, 0.0031948553318915675, 0.004213250442347431, 0.0026646935501059657, 0.0026646935501059657]","[2.3224852071005915e-05, 1.0207100591715978e-05, 3.698224852071007e-06, 7.100591715976333e-06, 7.100591715976333e-06, 1.5532544378698223e-05, 3.698224852071007e-06, 1.775147928994083e-05, 7.100591715976333e-06, 7.100591715976333e-06, 1.0207100591715978e-05, 0.0005390591715976332, 1.3017751479289941e-05, 1.0207100591715978e-05, 1.7751479289940825e-05, 7.100591715976333e-06, 7.100591715976333e-06]","[0.008769230769230769, 0.007961538461538461, 0.0003846153846153846, 0.0, 0.0, 0.0003846153846153846, 0.0003846153846153846, 0.0011538461538461537, 0.0, 0.0, 0.01646153846153846, 0.02688461538461539, 0.02403846153846154, 0.008307692307692306, 0.021230769230769234, 0.021961538461538463, 0.010307692307692308]","[0.02808271805318064, 0.022508939709899832, 0.0019230769230769232, 0.0, 0.0, 0.0019230769230769234, 0.0019230769230769234, 0.0031948553318915675, 0.0, 0.0, 0.034858208137484824, 0.0406593039055373, 0.04644722461629126, 0.02329702726293509, 0.03131024370628158, 0.03842823558193674, 0.020500974143401147]","[0.0007886390532544378, 0.0005066523668639055, 3.6982248520710063e-06, 0.0, 0.0, 3.698224852071007e-06, 3.698224852071007e-06, 1.0207100591715978e-05, 0.0, 0.0, 0.0012150946745562133, 0.0016531789940828405, 0.002157344674556213, 0.0005427514792899408, 0.0009803313609467455, 0.0014767292899408287, 0.0004202899408284024]","[0.18929629629629632, 0.1866666666666667, 0.18770370370370373, 0.19196296296296295, 0.19162962962962965, 0.1881851851851852, 0.18729629629629632, 0.18866666666666668, 0.18992592592592597, 0.1892222222222222, 0.1643703703703704, 0.16048148148148147, 0.18266666666666664, 0.17833333333333334, 0.16425925925925924, 0.15970370370370368, 0.15796296296296294]","[0.015429204666895485, 0.007034307462819741, 0.0015590789022110524, 0.0007926272058901005, 0.0004829038818668633, 0.003322616517334196, 0.002369791596006875, 0.0012472191289246482, 0.0002618914004394623, 0.0004157397096415494, 0.021402921483082028, 0.03451824034222676, 0.017157225019517885, 0.020437800852922114, 0.019921312972854335, 0.02041207851360419, 0.01713450381103813]","[0.0002380603566529494, 4.94814814814815e-05, 2.43072702331962e-06, 6.282578875171478e-07, 2.3319615912208547e-07, 1.1039780521262022e-05, 5.615912208504812e-06, 1.5555555555555583e-06, 6.858710562414279e-08, 1.7283950617283979e-07, 0.0004580850480109742, 0.001191508916323731, 0.0002943703703703705, 0.0004177037037037039, 0.0003968587105624144, 0.0004166529492455418, 0.0002935912208504802]","[-1.3433143740777942, -0.8891846364506785, -1.7227032614360467, -2.4466192109469214, -0.38592732834793514, -0.7920954727566694, 1.1515878257817198, -1.0537263119593165, 0.46072367207483833, 0.3345132427144311, 2.578304868478499, 0.8165077947233357, -1.6260108513291034, 0.9235314038396799, -1.4880165158892755, 2.108798867335725, 1.5698542898074184]","[2.0353685802925443, 1.5394168647784976, 1.948184514292964, 2.2708192694914953, 1.2404613465199272, 1.9203329578412547, 1.1288468568983465, 1.5174327196601625, 1.8966095948712223, 1.1023501922715708, 2.940307884188523, 3.1773201867559293, 1.8723915484112366, 1.5370621225389096, 1.3839630916828147, 1.3449322776869983, 2.0315835422321578]","[4.142725257642087, 2.3698042835644593, 3.795422901730912, 5.156620154693888, 1.5387443522100308, 3.6876786689713423, 1.274295226329276, 2.3026020586952374, 3.597127955357582, 1.215175946401169, 8.645410453821189, 10.095363569166734, 3.5058501105618283, 2.3625599685438177, 1.915353839140255, 1.808842831564337, 4.127331689068562]","[-1.1690858662917394, -0.9782838649334401, 1.409510541973319, 7.923465429264906, 0.042242147890093215, 1.1680727097974202, -5.278774403762253, 1.0479641629589862, -0.5585499554968513, 1.1003408185417942, 7.987654529251154, 19.640944871198645, -13.177155234087843, 4.449571410725872, -3.45152550922362, -3.914924157178413, 1.1353377718497446]","[7.213896786887988, 4.091686600246343, 5.518851315927696, 5.0183561023152965, 3.3612162106941077, 3.1879139125644227, 4.456298239989919, 1.690521802124368, 3.7261687381713835, 2.107749439988987, 9.856824326538623, 8.910379109204479, 10.860097665988885, 10.84031194215587, 11.07505293378317, 9.125314317899656, 13.393430732546493]","[52.04030685187283, 16.741899234635476, 30.45771984731686, 25.183897969645177, 11.297774415032855, 10.162795113921804, 19.858594003737252, 2.8578639634578207, 13.88433346532572, 4.442607701773889, 97.15698580424358, 79.3948558697476, 117.94172131481722, 117.51236300324716, 122.65679748609918, 83.27136140046447, 179.38398678752088]"
Frustration,"[0.13111111111111112, 0.12333333333333334, 0.12000000000000001, 0.12000000000000001, 0.12259259259259261, 0.12407407407407406, 0.12444444444444445, 0.12000000000000001, 0.12000000000000001, 0.12407407407407406, 0.12925925925925927, 0.13, 0.12962962962962962, 0.12518518518518518, 0.1240740740740741, 0.12888888888888886, 0.12481481481481482, 0.12814814814814815, 0.12925925925925924, 0.13, 0.12518518518518518, 0.13, 0.13]","[0.007370277311900893, 0.004714045207910321, 1.3877787807814457e-17, 1.3877787807814457e-17, 0.004382281320814534, 0.00491351820793393, 0.004969039949999537, 1.3877787807814457e-17, 1.3877787807814457e-17, 0.00491351820793393, 0.002618914004394623, 0.0, 0.0018885257457751073, 0.004996569467863724, 0.00491351820793393, 0.0031426968052735474, 0.004996569467863724, 0.003884477215445009, 0.002618914004394623, 0.0, 0.005689737591013788, 0.0, 0.0]","[5.432098765432105e-05, 2.222222222222226e-05, 1.925929944387236e-34, 1.925929944387236e-34, 1.9204389574759975e-05, 2.4142661179698262e-05, 2.4691358024691404e-05, 1.925929944387236e-34, 1.925929944387236e-34, 2.4142661179698262e-05, 6.858710562414279e-06, 0.0, 3.566529492455425e-06, 2.496570644718798e-05, 2.4142661179698262e-05, 9.87654320987656e-06, 2.496570644718798e-05, 1.508916323731141e-05, 6.858710562414279e-06, 0.0, 3.237311385459538e-05, 0.0, 0.0]","[0.013269230769230771, 0.0, 0.0, 0.0007692307692307692, 0.0, 0.0, 0.0, 0.0003846153846153846, 0.0003846153846153846, 0.0023076923076923075, 0.0019230769230769232, 0.0003846153846153846, 0.0007692307692307692, 0.0003846153846153846, 0.0003846153846153846, 0.0, 0.0, 0.0011538461538461537, 0.0019230769230769232, 0.0011538461538461537, 0.02446153846153846, 0.0019230769230769232, 0.0]","[0.028100859133195, 0.0, 0.0, 0.0026646935501059657, 0.0, 0.0, 0.0, 0.0019230769230769234, 0.0019230769230769232, 0.004213250442347431, 0.003941134909984461, 0.0019230769230769234, 0.0026646935501059657, 0.0019230769230769234, 0.0019230769230769234, 0.0, 0.0, 0.0031948553318915675, 0.003941134909984461, 0.0031948553318915675, 0.04939653582468401, 0.003941134909984461, 0.0]","[0.0007896582840236688, 0.0, 0.0, 7.100591715976334e-06, 0.0, 0.0, 0.0, 3.698224852071007e-06, 3.6982248520710063e-06, 1.7751479289940825e-05, 1.5532544378698223e-05, 3.698224852071007e-06, 7.100591715976333e-06, 3.698224852071007e-06, 3.698224852071007e-06, 0.0, 0.0, 1.0207100591715978e-05, 1.5532544378698223e-05, 1.0207100591715978e-05, 0.0024400177514792907, 1.5532544378698223e-05, 0.0]","[0.017576923076923077, 0.0003846153846153846, 0.0015384615384615385, 0.0015384615384615385, 0.0, 0.0, 0.0003846153846153846, 0.0019230769230769232, 0.0016923076923076924, 0.0003846153846153846, 0.0003846153846153846, 0.0015384615384615385, 0.0003846153846153846, 0.0011538461538461537, 0.0003846153846153846, 0.0015384615384615385, 0.002692307692307692, 0.0024615384615384616, 0.0003846153846153846, 0.0003846153846153846, 0.0020769230769230773, 0.0003846153846153846, 0.0011538461538461537]","[0.031185762378815256, 0.0019230769230769234, 0.0036080121229411, 0.0036080121229411, 0.0, 0.0, 0.0019230769230769232, 0.003941134909984461, 0.0040265391779392, 0.0019230769230769234, 0.0019230769230769232, 0.0036080121229411, 0.0019230769230769234, 0.003194855331891567, 0.0019230769230769234, 0.0036080121229411, 0.004435600997950306, 0.00455083060238432, 0.0019230769230769234, 0.0019230769230769234, 0.004313869197787677, 0.0019230769230769234, 0.0031948553318915675]","[0.0009725517751479289, 3.698224852071007e-06, 1.3017751479289941e-05, 1.3017751479289941e-05, 0.0, 0.0, 3.6982248520710063e-06, 1.5532544378698223e-05, 1.6213017751479288e-05, 3.698224852071007e-06, 3.6982248520710063e-06, 1.3017751479289941e-05, 3.698224852071007e-06, 1.0207100591715976e-05, 3.698224852071007e-06, 1.3017751479289941e-05, 1.9674556213017754e-05, 2.071005917159763e-05, 3.698224852071007e-06, 3.698224852071007e-06, 1.86094674556213e-05, 3.698224852071007e-06, 1.0207100591715978e-05]","[0.1318148148148148, 0.17666666666666664, 0.1786666666666667, 0.1858148148148148, 0.18225925925925926, 0.17951851851851852, 0.17744444444444446, 0.18555555555555556, 0.18385185185185182, 0.17848148148148152, 0.17737037037037043, 0.17966666666666667, 0.17929629629629626, 0.18048148148148146, 0.17755555555555555, 0.17966666666666664, 0.18166666666666664, 0.1768518518518518, 0.17607407407407408, 0.17585185185185187, 0.17588888888888896, 0.17351851851851852, 0.17240740740740734]","[0.028239763188909833, 0.0015396007178390036, 0.0008606629658238713, 0.0020191130622872625, 0.001403503357147884, 0.002393979646102567, 0.0020061633428075337, 0.0010999438818457415, 0.0029527602115547802, 0.0026298904409002588, 0.0012216609261089374, 0.0016996731711975963, 0.0012999947240580933, 0.003154894731710648, 0.003022549001941212, 0.0016555182695279283, 0.0019245008972987544, 0.0036988857551841204, 0.00250814858567956, 0.001296825288889749, 0.0074253486429349405, 0.0018129241852622795, 0.0007332959212304885]","[0.0007974842249657069, 2.370370370370375e-06, 7.407407407407423e-07, 4.0768175582990476e-06, 1.9698216735253806e-06, 5.731138545953371e-06, 4.024691358024699e-06, 1.2098765432098787e-06, 8.71879286694103e-06, 6.916323731138558e-06, 1.492455418381347e-06, 2.8888888888888932e-06, 1.6899862825788783e-06, 9.9533607681756e-06, 9.135802469135819e-06, 2.7407407407407462e-06, 3.7037037037037105e-06, 1.3681755829904e-05, 6.290809327846376e-06, 1.6817558299039812e-06, 5.5135802469135764e-05, 3.2866941015089e-06, 5.377229080932708e-07]","[-8.36912195639187, 0.6104428303028795, 1.7353124947305514, -3.3421772394540996, 0.7563377237346937, -1.3139652872610006, 0.6552962696900666, -3.3838598553104124, 1.287870267107498, -2.5581800769424294, -0.17183308184653795, -0.1656628285061909, -0.10834985928843716, -0.21114426689535423, -0.44124767664415865, -1.3810497597526095, 2.1832070720815446, -1.5419102971249556, -2.9918695844354697, -0.008879711101019754, 0.02705130918162821, 1.2874160968214534, 1.0879519049642121]","[2.8509510757922936, 0.587294498248205, 0.7057587125600832, 1.4640917948199177, 0.8882515096131639, 1.1520522407944287, 1.3030966150147094, 2.328126006035504, 0.6316715897984112, 1.9616699680411334, 0.5992161350980463, 1.3725431987137362, 0.6964396655386015, 1.1983850706075807, 0.4052743691530788, 0.8960419860131172, 1.1422633533886437, 1.320775462865049, 2.6691303679333696, 0.9461128906122096, 1.795520041583113, 0.6801393962538735, 0.8768928023863366]","[8.127922036561236, 0.3449148276726109, 0.49809536035446605, 2.143564783659008, 0.7889907443300646, 1.3272243655194642, 1.6980607880627938, 5.4201706999788275, 0.3990089973584523, 3.8481490635145015, 0.35905997656184, 1.8838748323353347, 0.48502820773551913, 1.436126777455136, 0.16424731429242598, 0.8028912406983314, 1.3047655684946693, 1.7444478233063843, 7.124256921024125, 0.8951296017825909, 3.2238922197266238, 0.46258959833658364, 0.7689409868769628]","[14.693795695969554, -0.23708196466231166, 0.06589266243912062, -5.46397671532806, 0.02381367199473956, 1.4895484082303736, 0.6201545173575824, -3.212558241231483, 2.0782667596421316, -2.7165754020692647, -0.47175022133975136, 3.491508891323818, -3.35338649820824, 3.6757473133673035, -12.680824311986461, 1.4322446974326353, -0.2321914066425316, 3.079185256144346, -9.902225732543915, 0.6436900507093252, -6.930875074456998, -2.0319176502229905, -1.3177100401217299]","[5.347921105683139, 1.6767801598109575, 1.219602721675914, 2.7838160023330265, 1.382488428501778, 0.9412847044968032, 2.1400060018255886, 1.3300293499574585, 1.3227142183170881, 1.168171662820714, 2.774105600825357, 1.936182235775796, 1.2529543399070466, 4.738441343645536, 3.549808755578607, 1.5865490481412095, 1.1807383570863856, 4.0202702997071205, 6.812461650986831, 2.799420664161102, 6.271992988621187, 1.901543614015328, 1.6795183779098506]","[28.600260152611167, 2.81159170433566, 1.487430798719297, 7.749631534845434, 1.9112742549413158, 0.8860168949196341, 4.579625687849542, 1.7689780717482595, 1.7495729033381853, 1.364625033817312, 7.695661884530614, 3.7488016501337604, 1.5698945778919031, 22.45282636716931, 12.601142201182537, 2.517137882157778, 1.394143067895057, 16.16257328270718, 46.40963374616623, 7.836756054932186, 39.33789604931332, 3.615868116002474, 2.820781981736936]"
Pride,"[0.1223076923076923, 0.12925925925925924, 0.1251851851851852, 0.12148148148148145, 0.12777777777777777, 0.13, 0.12740740740740739, 0.12703703703703703, 0.1274074074074074, 0.12888888888888886, 0.12814814814814815, 0.12666666666666668, 0.12555555555555553, 0.13, 0.12962962962962962, 0.13, 0.13, 0.12333333333333334]","[0.006389710663783136, 0.002618914004394623, 0.004996569467863724, 0.003552467795046462, 0.004157397096415494, 0.0, 0.004382281320814534, 0.004566232594791837, 0.004382281320814534, 0.0031426968052735474, 0.003884477215445009, 0.004714045207910321, 0.004969039949999537, 0.0, 0.0018885257457751073, 0.0, 0.0, 0.004714045207910321]","[4.0828402366863924e-05, 6.858710562414279e-06, 2.4965706447187975e-05, 1.262002743484227e-05, 1.728395061728398e-05, 0.0, 1.9204389574759975e-05, 2.0850480109739398e-05, 1.9204389574759978e-05, 9.87654320987656e-06, 1.508916323731141e-05, 2.222222222222226e-05, 2.4691358024691404e-05, 0.0, 3.566529492455425e-06, 0.0, 0.0, 2.222222222222226e-05]","[0.0044, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003846153846153846, 0.0, 0.0, 0.0003846153846153846, 0.0, 0.0, 0.0, 0.0007692307692307692, 0.0]","[0.01961224107541002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019230769230769234, 0.0, 0.0, 0.0019230769230769234, 0.0, 0.0, 0.0, 0.0026646935501059657, 0.0]","[0.00038464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.698224852071007e-06, 0.0, 0.0, 3.698224852071007e-06, 0.0, 0.0, 0.0, 7.100591715976333e-06, 0.0]","[0.00216, 0.0015384615384615385, 0.0, 0.0003846153846153846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003846153846153846, 0.0, 0.0, 0.0003846153846153846, 0.0026923076923076926, 0.0]","[0.010581795688823328, 0.0036080121229411, 0.0, 0.0019230769230769234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019230769230769234, 0.0, 0.0, 0.0019230769230769234, 0.004435600997950306, 0.0]","[0.00011197439999999996, 1.3017751479289941e-05, 0.0, 3.698224852071007e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.698224852071007e-06, 0.0, 0.0, 3.698224852071007e-06, 1.967455621301775e-05, 0.0]","[0.18192307692307694, 0.18111111111111117, 0.18518518518518517, 0.18559259259259253, 0.18411111111111111, 0.1834444444444444, 0.18262962962962967, 0.18181481481481485, 0.18151851851851855, 0.1829259259259259, 0.18492592592592588, 0.1858148148148148, 0.18251851851851852, 0.1794814814814815, 0.18059259259259264, 0.1788888888888889, 0.18007407407407405, 0.17962962962962958]","[0.0014121199808219873, 0.0011331154474650644, 0.0017434966364355301, 0.000991043567426642, 0.0008314794192830989, 0.0005665577237325321, 0.0007768954430890018, 0.0005468452985271635, 0.0007874182083507155, 0.001438258358440564, 0.0007662281802065636, 0.0003884477215445009, 0.002409400884043053, 0.0009572479987644516, 0.0010277360685564162, 0.002078698548207747, 0.0006625386599999383, 0.0013648537609398737]","[1.99408284023669e-06, 1.283950617283953e-06, 3.0397805212620073e-06, 9.82167352537725e-07, 6.913580246913594e-07, 3.209876543209882e-07, 6.035665294924564e-07, 2.9903978052126255e-07, 6.200274348422508e-07, 2.068587105624146e-06, 5.871056241426621e-07, 1.508916323731141e-07, 5.805212620027445e-06, 9.163237311385475e-07, 1.0562414266117986e-06, 4.320987654320995e-06, 4.3895747599451383e-07, 1.862825788751718e-06]","[-4.749824372813156, -0.3924055404704453, -3.6482158984871838, -1.1779453074581991, 2.2563437087028473, 0.7063366168026532, -1.6150711517641712, -1.0141063459203252, 2.297916432963428, -1.9643648095266217, 2.0202895405536783, -0.6768824436776628, 0.3826151400702871, -0.5577228726568245, -0.17035486669234587, 1.87022658519533, -1.2625999006735145, -0.7470789091892777]","[5.9028923632205395, 1.1973679892939622, 2.090594956380612, 1.0929509992952007, 1.1316151157062178, 0.5413839203468541, 1.3288836374072082, 1.0704840274663814, 0.8515437978049302, 0.9615345978623345, 0.7419020443859206, 0.7372184603990949, 1.9664158202837851, 0.873968867569056, 0.772352315678316, 1.3125669981704289, 1.1539708413849803, 0.7784439111912043]","[34.84413825176737, 1.433690101785866, 4.370587271644052, 1.1945418868603777, 1.2805527700947967, 0.2930965492101289, 1.7659317217686124, 1.1459360530606444, 0.7251268395800438, 0.9245487828862813, 0.5504186434640084, 0.5434910583532118, 3.8667911782623516, 0.7638215814799382, 0.596528099533657, 1.722832124686131, 1.3316487027667592, 0.6059749228706595]","[5.699544086147095, 0.3408666550118458, 1.5354746326211455, 2.1713348114216493, -0.9017280663161886, 2.4412294349684256, 0.10645049419406247, 1.9526194821165508, 1.4950551631258702, 6.497234439398487, -0.8633048108028847, 4.2931146778871225, 2.6809295902472035, 5.979926054295963, 6.822949945212165, 1.231008514003791, 2.3939485493434187, -2.7462751183541267]","[3.52207328646248, 2.003074618515806, 1.674215218400835, 1.5958846707357939, 1.384371977424617, 2.094025678643487, 3.028557438581662, 4.057758934039221, 2.5005561369433753, 1.9543590241593929, 2.004051724491064, 2.2739602193000104, 4.8839095294702, 4.992768841361814, 2.860030454573257, 2.035825625160786, 3.222168388019433, 1.463063138655709]","[12.405000235212615, 4.012307927342241, 2.8029965975249556, 2.546847882289493, 1.9164857718785446, 4.384943542818315, 9.172160158788317, 16.465407566775113, 6.252780994005177, 3.819519195313254, 4.016223314435607, 5.17089507895895, 23.852572292049835, 24.92774070327339, 8.179774201086511, 4.144585976061305, 10.382369120751752, 2.140553747693094]"
Joy,"[0.13740740740740742, 0.13111111111111112, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.1251851851851852, 0.12333333333333332, 0.12814814814814815, 0.12000000000000001, 0.1285185185185185, 0.12666666666666668, 0.13, 0.12888888888888886, 0.12888888888888886]","[0.0064363508136973235, 0.003142696805273547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004996569467863724, 0.004714045207910321, 0.0038844772154450094, 1.3877787807814457e-17, 0.003552467795046462, 0.004714045207910321, 0.0, 0.0031426968052735474, 0.0031426968052735474]","[4.1426611796982195e-05, 9.876543209876559e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4965706447187975e-05, 2.222222222222226e-05, 1.5089163237311413e-05, 1.925929944387236e-34, 1.262002743484227e-05, 2.2222222222222264e-05, 0.0, 9.87654320987656e-06, 9.87654320987656e-06]","[0.015153846153846155, 0.0003846153846153846, 0.0003846153846153846, 0.0003846153846153846, 0.0, 0.0, 0.0015384615384615385, 0.0, 0.0, 0.0, 0.0007692307692307692, 0.0011538461538461537, 0.0, 0.0, 0.0, 0.0, 0.0015384615384615385, 0.0011538461538461537]","[0.023072948375653296, 0.0019230769230769234, 0.0019230769230769234, 0.0019230769230769232, 0.0, 0.0, 0.0036080121229411, 0.0, 0.0, 0.0, 0.0026646935501059657, 0.003194855331891567, 0.0, 0.0, 0.0, 0.0, 0.0036080121229411, 0.0031948553318915675]","[0.000532360946745562, 3.698224852071007e-06, 3.698224852071007e-06, 3.6982248520710063e-06, 0.0, 0.0, 1.3017751479289941e-05, 0.0, 0.0, 0.0, 7.100591715976333e-06, 1.0207100591715976e-05, 0.0, 0.0, 0.0, 0.0, 1.3017751479289941e-05, 1.0207100591715978e-05]","[0.022807692307692307, 0.0015384615384615385, 0.002846153846153846, 0.0, 0.0, 0.0019230769230769232, 0.0003846153846153846, 0.0011538461538461537, 0.0003846153846153846, 0.0, 0.0015384615384615385, 0.0011538461538461537, 0.0003846153846153846, 0.0, 0.014576923076923078, 0.0036153846153846154, 0.0015384615384615385, 0.0052307692307692315]","[0.028419954028503436, 0.0036080121229411, 0.00474497554255112, 0.0, 0.0, 0.003941134909984461, 0.0019230769230769234, 0.003194855331891567, 0.0019230769230769234, 0.0, 0.0036080121229410994, 0.003194855331891567, 0.0019230769230769234, 0.0, 0.033337635323971056, 0.005023612882232522, 0.0036080121229410994, 0.00610364136150073]","[0.0008076937869822486, 1.3017751479289941e-05, 2.251479289940829e-05, 0.0, 0.0, 1.5532544378698223e-05, 3.698224852071007e-06, 1.0207100591715976e-05, 3.698224852071007e-06, 0.0, 1.301775147928994e-05, 1.0207100591715976e-05, 3.698224852071007e-06, 0.0, 0.001111397928994083, 2.5236686390532547e-05, 1.301775147928994e-05, 3.7254437869822485e-05]","[0.11740740740740739, 0.17729629629629629, 0.18455555555555558, 0.1908518518518519, 0.19159259259259262, 0.18425925925925923, 0.1812222222222222, 0.1838518518518519, 0.18355555555555553, 0.18503703703703703, 0.18400000000000002, 0.1832222222222222, 0.1834074074074074, 0.1814444444444444, 0.18118518518518517, 0.18185185185185185, 0.1796296296296296, 0.1785185185185185]","[0.023831599407414954, 0.006654515675477172, 0.007145748973694906, 0.0011123449939023126, 0.0022320769145658336, 0.0026886950241306, 0.0017069212773041368, 0.0017364012103305265, 0.0008314794192830988, 0.001551140117879403, 0.00338843348488376, 0.00122726233524303, 0.0004913518207933931, 0.0021140330656044958, 0.011916490401297896, 0.003648477142525855, 0.003210493767817682, 0.008189290071751443]","[0.0005679451303155007, 4.4282578875171404e-05, 5.106172839506181e-05, 1.2373113854595356e-06, 4.982167352537732e-06, 7.229080932784648e-06, 2.9135802469135857e-06, 3.015089163237317e-06, 6.913580246913592e-07, 2.4060356652949284e-06, 1.1481481481481503e-05, 1.5061728395061752e-06, 2.4142661179698267e-07, 4.469135802469143e-06, 0.0001420027434842249, 1.3311385459533629e-05, 1.0307270233196177e-05, 6.706447187928675e-05]","[-6.597143435198747, -0.3161920248525405, -0.2623826650439298, 1.3389650988220754, -0.6141601760445544, 1.3647055373522379, 0.2597778616923121, 1.3123104283851488, -0.0736948798535769, 1.0062687889976198, -1.2440780963380187, -1.348929568506817, -0.7061819849351423, 1.1459379190738441, 4.292361635772563, 0.4087251181405141, -0.23176318125152096, -1.592321226834043]","[2.260216980224292, 1.0400279219810646, 0.8200358673561186, 0.9425347935380853, 1.0168060781411385, 0.9185546385669726, 0.47343683954642946, 0.8263946236066894, 0.9032396206575155, 0.9132516650857376, 1.6278979214323368, 1.028400140376749, 0.6126768584552176, 0.9268468332531591, 3.6856272470502645, 1.24152853066284, 0.9243800136023006, 0.9439576094423938]","[5.108580797694219, 1.0816580785002516, 0.6724588237505016, 0.8883718370298811, 1.0338946005447633, 0.8437426240329017, 0.22414244103971157, 0.6829280739260417, 0.8158418123255325, 0.8340286037818724, 2.6500516426037226, 1.0576068487269175, 0.37537293288655466, 0.8590450523114094, 13.583848204199311, 1.5413930924498307, 0.8544784095473895, 0.8910559684241989]","[-6.661395703233093, -2.1364770165394713, 10.464326958218566, -4.1515733463503, -1.0381352660027001, -4.4998985752729865, -3.5056449968913, -2.905457434932188, 0.2555717083605821, -0.5103252295424544, 5.081270360242747, -0.5330362535089606, -6.379766317737482, -0.35328782811484627, -0.2672523182906101, 10.152957606921959, -0.17172628041617685, 5.298363724847455]","[2.89092483057406, 1.2074107098538625, 5.61479918488412, 3.8520484828529438, 6.053390776314939, 2.884456658415842, 1.87199718957427, 2.7242879191047744, 3.519250034328239, 2.5238531616268656, 4.915043933654458, 2.2379673255296693, 4.697865103032942, 2.0068222578426225, 11.436480712278806, 4.593873423058459, 2.0541640964106738, 3.9031279182928764]","[8.357446376029657, 1.457840622269808, 31.525969886575375, 14.838277514249667, 36.643539890774775, 8.320090214279485, 3.504373477773965, 7.421744666180222, 12.385120804119312, 6.369834781453925, 24.157656869753485, 5.008497750138421, 22.06993652629472, 4.027335574572562, 130.79309108232516, 21.103673027082845, 4.21959013498268, 15.234407546557284]"
