label,shoulderDistance_mean,shoulderDistance_std,shoulderDistance_var,rightWristVelocity_mean,rightWristVelocity_std,rightWristVelocity_var,leftWristVelocity_mean,leftWristVelocity_std,leftWristVelocity_var,symmetry_mean,symmetry_std,symmetry_var,trunkInclination_mean,trunkInclination_std,trunkInclination_var,headInclination_mean,headInclination_std,headInclination_var
Joy,5.557914909161257,4.207241019522984,5.3982085380817555,5.105118208148454,2.7666220677977043,3.4520733045509133,3.0099727610004714,2.14745986196524,1.7447527668929637,0.2921537193102715,1.3174503891256828,1.0933054348460334,-1.3716111464734655,0.009982133345887514,-0.22266959130010208,1.1946368088970638,0.2704580971992396,-0.07284691669212609
Pride,0.9956006524356513,1.5213434592235073,0.81166442064871,2.9033873700343134,2.121032041692908,2.2306294607287382,1.609363283429352,0.9528372989050868,0.4239797452492382,0.014029333743650117,1.767918421054535,1.7685913063894845,-1.5389212242395722,-0.2617136269515053,-0.3090484606907182,1.2786013148375275,-0.23784438477296824,-0.282604519827534
Neutral,0.6637854784458506,1.1803396013303233,0.47848360312023325,0.4424210371967461,0.5541781737456487,0.16577490060642264,0.033863507556744,0.3221637098784878,-0.03541013047021894,0.49149693683824447,1.201390170044667,0.9367351852718764,0.6207231809049674,2.424283596878265,2.013282570751315,1.0720637978197145,2.617427749529937,2.2167163596887693
Shame,1.1483766308871675,2.16367241632822,1.5917077104218245,0.7407396761428822,1.0786930160887376,0.7151202626619237,1.1077303628734796,0.9089672297148175,0.38670461546948337,0.6166718884708733,0.6276639174955932,0.26755926135031993,-1.9616730677709964,-0.3523636946801508,-0.33043075458573046,1.1867434568148711,-0.16198095092503326,-0.25776579998581534
Frustration,0.7100912476827952,2.458601135311861,2.016587124405897,1.520460834984409,1.2195996949206496,0.8870294928191164,0.8381021307709494,0.7000030459498041,0.22007149153427402,0.9731000839786789,0.850412940421658,0.5066623251845512,-1.5986573275251188,-0.4139596493091018,-0.34283639685849315,0.1423816024817235,-0.15784807337351892,-0.2563474635268048
Joy,2.4468984603887107,2.8416415363988348,2.631081071654201,1.565911003425163,1.2403669241351392,0.9132372681913514,3.1443093984339563,2.064290478826653,1.633698843639384,1.179198711382579,2.2154165652453552,2.545843365017716,-1.7027548017759602,-0.23737629544238684,-0.3026741619881509,0.4441783077384937,-0.24570867955780643,-0.2850495907229825
Frustration,0.5702217994119144,2.067371963608504,1.462069076227077,2.162575096354617,2.976775657691162,3.8963490423284375,3.4373364293683633,4.254436512301769,5.511722316535228,1.4288637564431015,2.8656856397161765,3.864331244195318,-0.7993168916840793,-0.2985564778660632,-0.3181877398882838,-0.2871958663200743,-0.11616283894032683,-0.241665250118402
Neutral,0.20772828619408346,0.8059859121264158,0.17735412715208362,0.6315407823395439,0.40120445470973626,0.032454236836818584,0.7655482420607466,0.910693281512258,0.38815615991323993,-0.2249783763766488,2.509730261189082,3.1148507327947756,-1.3505549363900669,4.1210660189043145,5.164241613542028,-1.8642692768422908,4.384463013436034,5.373629409666364
Pride,-0.49324375351224603,-0.11706857604785556,-0.27609883012284475,-0.216355182238681,0.3069928335638918,-0.043610354340145374,-0.5910313702246592,-0.519871832198438,-0.39250431969352,0.1675057573863567,0.13787562932832362,-0.16576565935224052,0.11862469788479207,0.4434697028549861,-0.01563464262235626,0.23403450930808367,0.6823832975698633,0.1718667495142445
Shame,-0.49612802081254065,-0.492877484487749,-0.3429010202207922,-0.759871844988303,-0.9110180842759106,-0.6122369233816147,-0.5962669725248118,-0.8136603749331645,-0.4481398908407867,0.5369889447572108,0.9862700208324173,0.6653961502324834,-0.851927289543486,-0.28782010764690985,-0.3155879308924977,0.5079500905187389,0.6218808898769462,0.13173240541008094
Joy,-0.29622611023070516,-0.28888562228734493,-0.31509987742047474,-0.10371070847571287,-0.33448497312328845,-0.43905780577919007,-0.127318606690144,-0.5296441370430096,-0.39492846880595656,-1.1296057764569714,1.2764951578260824,1.037240460810905,-2.028169103267242,1.276063572318311,0.6207066543173742,-3.0478695160344675,1.4410905400337737,0.7976841413295119
Frustration,-0.9283865051059638,0.0628966047332904,-0.21996791390437484,-0.5519574103300094,-0.3844829960348702,-0.4609079416504777,-0.3593672735422935,0.14045982332160162,-0.13726211109224287,1.155245199352055,-0.4374074466160879,-0.5124642606243356,-0.7991500106346051,-0.45304217131937463,-0.3498167862466352,-0.3775145003765154,-0.7380871068462693,-0.38957755790323073
Neutral,-0.6440173766762294,0.8791760695566961,0.23090800448101984,0.5009025913512832,1.4195331583036124,1.1486369228579913,-0.1342206433025118,0.3655973514612698,-0.009043232025268015,1.2690562044274147,0.13676316561773996,-0.1666052515519096,0.5806759334291588,0.8655147914746906,0.26769488494492805,-0.1457812289182915,-0.18140448133062873,-0.26434144083334005
Shame,-1.074641824092998,-0.00924774569180563,-0.24434712480133436,-0.4705098921138504,-0.42664884271600395,-0.4783267701173687,-0.5943598980637901,-0.4705419451037855,-0.37966491804586777,1.102918759248361,-0.35550806054269213,-0.47380813929538357,-0.5753724727854128,-0.4364024932146054,-0.3469293930538653,-1.2720637057411603,-0.6773526335508357,-0.38185217430831925
Pride,-1.1428694962243557,-0.6732070047281788,-0.35074982331114324,-0.9609948065129978,-1.1410418844239387,-0.633185784861671,-0.9687073966773021,-1.0596173871596666,-0.46728456410089475,1.0862939967054879,-1.2534277570974963,-0.7035765221864105,-0.40417510131286316,-0.4192063238919471,-0.34381368460546957,-1.2557744182387276,-0.5609536179986412,-0.36298171415802066
Joy,0.43753149096378524,1.6691546742578174,0.9735236750179994,2.44149651083927,2.4470759178118247,2.820461099974171,0.9441745677521122,1.0413507953754677,0.5016085078904079,2.1847059118819123,2.4343384629536944,2.964722053679365,-0.9113306897804935,-0.3133746330970058,-0.32169020772200996,-1.456411036404649,-0.4552490523451271,-0.34121678851232906
Shame,1.4609582757938446,1.9307178729531542,1.2857903881612665,1.9046671897492768,1.5667991264775443,1.354599177578712,0.6997921045321626,0.6870399038800072,0.21032885670593948,-0.4830687749222942,0.9749567107047895,0.6518046666903639,0.4891334617014791,-0.6506720974284547,-0.3745218128029264,-0.5452642707217514,-0.26017321526545095,-0.2894830579922966
Neutral,-0.1783664306990237,-0.1916265056717196,-0.2947730882295281,-0.5317330998441818,-0.40699710604380407,-0.4703233999407329,-0.45372959686051095,-0.3367928601623034,-0.3397931713361611,0.42924785257011094,-0.2876873931613608,-0.439108005857336,2.2370486889946193,1.9161454260942878,1.3233582094989333,-0.11490495435970259,1.0466708508486684,0.44402329677275215
Pride,-0.51708960222905,-0.5141743842575515,-0.34464543419415405,-0.9120900264880687,-1.0853033265981638,-0.6306304925306785,-0.45602220532113685,-0.16569747734191317,-0.2780101253751991,0.17809355926936996,-0.9503944663339605,-0.6737741968292937,1.2246863426508319,-0.550622177755821,-0.36422557498383323,-0.010782077160695671,-0.30732106222760414,-0.30336149794232603
Frustration,-0.5784405722285892,-0.673207004728181,-0.35074982331114324,-0.744771943249896,-0.9877030229041575,-0.6222723110619154,-0.22596885263018726,-0.286870640984488,-0.32301615097656206,-0.2655106153662682,-0.08031776524267192,-0.31789554501725475,0.5659207360618891,-0.32544382255516424,-0.3244694409987804,-0.32491808850682385,-0.3665547746445955,-0.31955530463758947
Joy,-0.4481877436141831,-0.45793656827782964,-0.339564757034726,0.012055879835646212,-0.15856416309056212,-0.35186307200657,0.2071813058640568,-0.03599669828044298,-0.2231128742916677,0.1155925837854972,-0.05373282690725298,-0.3007088723467687,1.570278570148312,-0.542860977768104,-0.36323739428007756,-0.15695813930027966,-0.23786165717568053,-0.28260991667215685
Pride,-0.021438344601191525,-0.6149854021159352,-0.34993166359823014,-0.9162906896986309,-1.0826524241356608,-0.6304687960855568,-0.9374360174827785,-1.0190542492412367,-0.46584887259751107,1.132209573516607,-1.187080739599162,-0.7012102297096147,0.5775364174497472,-0.6937237378495454,-0.3775572911810194,-0.3373043056528573,-0.8411365888621074,-0.399358147601967
Neutral,1.1428133986954299,0.4529310490158129,-0.04465707032405643,-0.5012898742786633,-0.15494959321838483,-0.3499031133488103,-0.43768133763613015,-0.17093650022558998,-0.2800815104364346,1.2328527610896396,0.3136537748128783,-0.02486893946526513,1.7524647894344596,0.8012384443738398,0.21933744170601152,-0.6366703053530354,0.5216962704567562,0.06844838884282325
Frustration,0.5462051196137193,-0.6292337979117932,-0.350283114440023,-0.9687437079463107,-1.148764737455483,-0.6334126478010168,-0.9771280863012864,-1.0679659200997482,-0.4674956707406221,0.8035506912149767,-1.2270679023695608,-0.7029155317936392,0.5189127971332261,-0.5602291198933952,-0.3654109797529657,-0.3509972285918175,-0.7388970807751355,-0.3896707589180579
Shame,0.3025261942783145,-0.41963510438208435,-0.3352305268312692,-0.966116413443643,-1.1509851906251178,-0.6334721452258761,-0.967965313639938,-1.0583241051502639,-0.46724928452960995,0.7999802019320681,-1.1981048473314637,-0.7017649240708878,0.6893161218827678,-0.7068630134177567,-0.37831653463880105,-0.6274745783729849,-0.8162101589097541,-0.397376229455017
Joy,0.5457525739117334,-0.6269505473090972,-0.3502333896793655,-0.9265298062743768,-1.0794030532818117,-0.6302656196871235,-0.9714345518396151,-1.064627994733485,-0.46741472184015087,0.7875864002998259,-1.1117432114518766,-0.6956964626380829,0.31958485273218296,-0.5850706964895582,-0.3682824199401722,-0.2805434147984096,-0.831637611753532,-0.39863176650284726
Shame,-0.6126483858040903,-0.5512942846700415,-0.34716252228744265,-0.2844518710036565,-0.8687325617008071,-0.6053977093556829,-0.26828304582322,-0.6969711076047246,-0.4303125388446424,-0.4926316306776114,-0.8490360067498828,-0.6529509899223003,0.5126783956566291,-0.5755660159160214,-0.3672167809224548,-0.22833182272633956,-0.662042670966489,-0.37967524425230875
Neutral,-0.06765571952167601,0.16210583228325556,-0.18233974008501866,0.30889112662351614,0.11093200301321081,-0.1871371254812847,1.3931372218464524,1.7874747144229057,1.2846659413013883,-0.7777097969100966,0.6587692846089513,0.299369675225054,1.3892960134565793,0.4168049002967823,-0.030826160912071215,-0.4525864066537485,1.1037983199390164,0.4914487365966788
Frustration,-0.5646740131067405,-0.5943912106973849,-0.34925049656062607,-0.15432976452022149,-0.8110389290621632,-0.5945695233747755,-0.20801291673610045,-0.6184935058270938,-0.4151580110938444,-0.46247271134093504,-0.6488967309579257,-0.5958539610500173,0.648774548454252,-0.6392627468826064,-0.37357666558586194,-0.42777721871746327,-0.6638028712382625,-0.3799302296281212
Pride,-0.5784405722285885,-0.6732070047281803,-0.35074982331114324,0.3961968860617521,0.39399469887273,0.026470443945354635,-0.3472870611885965,-0.7701328794073189,-0.442147991031667,-0.8240713210648677,0.06109586742775988,-0.22217385905709203,0.8098134749819677,-0.5937428376378021,-0.3692190235462608,-0.44252456589309236,-0.5311046916710225,-0.35728207726563715
Joy,-0.48027902022932767,-0.4278382857248621,-0.3362183994619201,1.3066835741477358,0.8434945421634981,0.45112884981988804,0.1005027090804841,-0.6852448854924087,-0.42820987932112103,-0.34834470570351395,-0.8201658231072322,-0.646024180873286,0.941858395723814,-0.5963916984598546,-0.3694983140214801,-0.9007188033435004,-0.6560979906046337,-0.37880505908287926
Frustration,-0.5784405722285868,-0.6732070047281788,-0.35074982331114324,0.021090394461304156,-0.21279837536843516,-0.3804567710460266,-0.4765208221455562,-0.6047367148563888,-0.41223928609066274,-1.4585242120838586,-0.8386466722299347,-0.6505091300600271,0.6270928585288319,-0.43641347266580727,-0.3469313395996369,-0.23623971564109825,-0.6871313462623898,-0.3831942492262179
Neutral,-0.7106491490203893,-0.3041596714035082,-0.3178772333747395,0.061629883166179504,0.26439086007157103,-0.07649379413490984,0.25501607359139844,0.5202351622635928,0.09116083260636099,-1.428932519590011,0.08547717508267516,-0.2045998428908751,1.8733827997805983,0.6264837418053693,0.0973216826012202,0.11911953667429528,0.6023073431311662,0.11905725521727326
Shame,-0.5784405722285876,-0.6732070047281795,-0.35074982331114324,0.789741162612522,0.057930613574453,-0.22251124512217338,-0.25569917271711806,-0.45682055741938715,-0.3759147871517857,-1.3114930332530619,-0.5043043555562594,-0.5414031761855862,0.7925788667514587,-0.6201351909548638,-0.3718598848255563,-0.4061177212681829,-0.5649233818002656,-0.3637132725228377
Pride,-0.5784405722285908,-0.6732070047281795,-0.35074982331114324,-0.37772041959921243,-0.5668187227364866,-0.5295988496312626,-0.4926931009348355,-0.5592423158863603,-0.40202988592661243,-1.1476317342638747,-0.39852938109882086,-0.4945569469614456,0.5867567543833585,-0.3402028010703526,-0.3277784073375686,-0.7712935115227648,-0.3464454646410874,-0.31421275337135157
Joy,-0.5854959337785355,-0.6164406933715191,-0.3499720534160576,-0.33616048978676044,-0.38886177415251383,-0.46275976548689457,-0.7685779343019877,-0.8912504788030619,-0.4568788289957396,-1.4183390438747572,-0.8120479183354983,-0.6439969369629518,1.2270983521715453,-0.71172172624306,-0.3785774907672997,-0.28036708147004624,-0.6619292569784294,-0.3796587730336237
Shame,-0.5628701191528449,-0.5702328941768898,-0.348190495724286,-0.5362819951177725,-0.6173069846010882,-0.5455686938464924,-0.6829621391149403,-0.8173395811884621,-0.4486104716760137,-1.5620800410905904,-0.6803339451853514,-0.6062270980356922,0.2228732554877807,-0.5051763118002387,-0.35805146770525104,0.018979160917441607,-0.6402053834177028,-0.3764102752302285
Neutral,0.283516776819204,0.5381933475972968,0.0034474148272691644,-0.494322220077692,-0.2715443114750136,-0.40970678538744143,-0.5676493410045278,-0.29808584458865367,-0.3268748738732096,-0.5626415245244729,1.8793956252420574,1.9522940709494985,0.9139810948732263,0.44029947017465104,-0.017457658764136373,-0.8745880390919536,-0.17318193132283896,-0.261575935593468
Frustration,-0.5784405722285876,-0.6732070047281795,-0.35074982331114324,-0.5764627125360439,-0.8641013549824088,-0.6045922769875078,-0.5608625706016488,-0.8210938170535965,-0.4490848822075763,-1.6856398266213861,-0.5368122272179772,-0.5546099701218512,0.6212367298998974,-0.5584932031468532,-0.36519987810872323,-0.15650876470694716,-0.499196676790242,-0.3508007936100661
Pride,-0.5887970662468607,-0.604634896012206,-0.34961490451375554,-0.461819283909128,-0.5341202555339702,-0.5185501800032063,-0.2657073992810353,0.1450643182142087,-0.13484962432995437,-1.6663921572014675,-0.9598060976840936,-0.6754316428713487,0.5219720615940812,-0.6272125773867965,-0.3725144220179633,-0.11742950192841334,-0.6715921511715298,-0.3810439332634968
Joy,-0.35266900263028245,-0.40841978416543584,-0.3338273506571276,-0.7798680640179225,-1.0030556321209665,-0.6239147444801777,-0.6092762510820069,-0.7932638859024485,-0.4454296477887122,-1.5310901460861024,-0.9191398001817565,-0.6679334580055956,0.20174675026891375,-0.6172579073744799,-0.37158729967225446,-0.3313094865829145,-0.45803616521980134,-0.34184721145669406
Frustration,0.5307278946933206,-0.5794576389055409,-0.3486285019934134,-0.4832339404901426,-0.13584077271789297,-0.3394288940746884,0.33618052952420746,0.26659984826336014,-0.06800413526023641,-0.022889379201839543,-0.5209775007298418,-0.5482468016838227,0.5914007782016254,-0.595027569617157,-0.3693548798981919,-0.40180171711892043,-0.20205147929425943,-0.2711681764868864
Neutral,0.4075535232162936,-0.33827629951004023,-0.323674122469541,-0.15895158797455108,-0.40666118122451034,-0.4701848487073587,0.5318415525064251,0.6713273676940575,0.19861298265784122,-0.6220977209350373,-0.20204213840402588,-0.3918071945263108,1.3586199179969924,0.8269662652448496,0.23846884984513164,0.719410903145384,1.124310150259582,0.5087909612366069
Shame,0.29142744530104364,-0.4186051740368139,-0.33510420167484967,-0.3802302739726111,-0.5050659675760302,-0.5082672588374892,1.538429977657588,0.8267664527618879,0.319002471622491,-0.3995176683416949,0.03668193865334721,-0.23945590248150253,0.710669089901791,0.08469740353742261,-0.19305511335508468,0.23980429402321413,0.36355662158035024,-0.023391042988281662
Pride,0.4150079614551658,-0.44941218774217256,-0.33866139532719364,1.252532979270235,0.6179946004914373,0.22498284108413344,1.0744382915682134,0.48921909262770785,0.07027033930208897,-0.3431454493811544,0.4021751801559397,0.05228224889988147,1.2501793729814912,-0.18340386937323425,-0.2875809622878765,-0.3824577908225344,0.5039491700458592,0.05765060268136586
Joy,0.2530595987310246,-0.4131626559615878,-0.3344281523050134,0.1181277737739267,0.22385600735903105,-0.10690714850737533,1.6461798781205794,0.895592600011933,0.37549879160314226,-0.09143414244707866,0.09248314995480528,-0.19949170950564363,0.8911192549207542,-0.31277053408795324,-0.32154936522267796,-0.6257299175256578,0.042571851021107394,-0.17948471787748657
Pride,-1.1456916408443318,-0.6371687576219799,-0.3504363525078581,-0.8748196949245052,-0.9985498161666416,-0.623445392058983,-0.8573554130314993,-0.9109115144096548,-0.45869812651570996,-1.5141005623652046,-1.0589261912843997,-0.690038358996861,-0.08175218779377584,-0.5966225612361691,-0.3695225051825672,-0.43752488080215113,-0.7479160058738251,-0.3906910613815322
Neutral,-0.42311323267936746,0.48225476804346884,-0.02850871474222884,0.05946657526419643,0.19662536761154187,-0.12685946538659204,0.026573362416519593,0.40478701532917033,0.015416420428947687,0.4612383654787179,1.2937751930585504,1.0607873303905253,0.21275139598448603,1.0962184004642896,0.45667118308737553,0.3615917749685469,0.6197000032288312,0.13031266118245274
Shame,-1.1448710172314311,-0.6428351602121327,-0.3505271787374294,-0.9109221374726766,-0.9299149777254486,-0.6149932545893362,-0.7552452303308397,-0.5978394026047428,-0.4107464719940452,0.7101038850767241,-0.9826012369464476,-0.6792515807558263,-1.2219134785735086,-0.5099441839103755,-0.35874312961750726,-0.7652219629023865,-0.813921482807695,-0.3971819762617175
Frustration,-1.1619380409539413,-0.5808949491581117,-0.3486930490788708,-0.7989471632273867,-1.0130077497488816,-0.6249140760989785,-0.5888721940024826,0.12624133721233222,-0.14465646339475455,0.7775486294995007,-0.9208682828935377,-0.6682699851520145,0.008654427468075035,-0.6194762289259123,-0.37179778775377165,-0.3285203353970833,-0.6826000453747845,-0.3825770403490231
Joy,-1.1881303061674104,-0.5344442152319088,-0.34610236157700847,-0.9736815042495721,-1.1715530317576037,-0.6339016313271171,-0.9517326868202506,-1.0349437681702502,-0.4664922814661279,0.8140166766808923,-1.2534866402867113,-0.7035775867477814,-0.36753193849492105,-0.5527670125194822,-0.3644938511629704,-0.5523606151389432,-0.7590349174430844,-0.39190479241702203
Frustration,-0.8575874857264929,-0.41775373629105433,-0.3349993827327653,-0.10516852019820908,0.008390921844756382,-0.25425670263840516,-0.5556115065414206,-0.42413293430064236,-0.3666676000428529,0.6295058068697633,-0.018930003852373013,-0.27764369084485885,0.1890035802791127,-0.5385303074331116,-0.3626741420803396,-0.47587819872068154,-0.3375805395581133,-0.31180692456201425
