label,neutral_mean,neutral_std,neutral_var,happy_mean,happy_std,happy_var,sad_mean,sad_std,sad_var,angry_mean,angry_std,angry_var,surprised_mean,surprised_std,surprised_var,scared_mean,scared_std,scared_var,disgusted_mean,disgusted_std,disgusted_var,valence_mean,valence_std,valence_var,arousal_mean,arousal_std,arousal_var,head-pitch_mean,head-pitch_std,head-pitch_var,yaw_mean,yaw_std,yaw_var,roll_mean,roll_std,roll_var,mouth_mean,mouth_std,mouth_var,left-eye_mean,left-eye_std,left-eye_var,right-eye_mean,right-eye_std,right-eye_var,left-eyebrow_mean,left-eyebrow_std,left-eyebrow_var,right-eyebrow_mean,right-eyebrow_std,right-eyebrow_var,left-inner-brow-raiser_mean,left-inner-brow-raiser_std,left-inner-brow-raiser_var,left-outer-brow-raiser_mean,left-outer-brow-raiser_std,left-outer-brow-raiser_var,left-brow-lowerer_mean,left-brow-lowerer_std,left-brow-lowerer_var,left-upper-lid-raiser_mean,left-upper-lid-raiser_std,left-upper-lid-raiser_var,left-cheek-raiser_mean,left-cheek-raiser_std,left-cheek-raiser_var,left-lid-tightener_mean,left-lid-tightener_std,left-lid-tightener_var,left-lip-corner-puller_mean,left-lip-corner-puller_std,left-lip-corner-puller_var,left-dimpler_mean,left-dimpler_std,left-dimpler_var,left-lip-corner-depressor_mean,left-lip-corner-depressor_std,left-lip-corner-depressor_var,left-lip-stretcher_mean,left-lip-stretcher_std,left-lip-stretcher_var,left-eyes-closed_mean,left-eyes-closed_std,left-eyes-closed_var,right-inner-brow-raiser_mean,right-inner-brow-raiser_std,right-inner-brow-raiser_var,right-outer-brow-raiser_mean,right-outer-brow-raiser_std,right-outer-brow-raiser_var,right-brow-lowerer_mean,right-brow-lowerer_std,right-brow-lowerer_var,right-upper-lid-raiser_mean,right-upper-lid-raiser_std,right-upper-lid-raiser_var,right-cheek-raiser_mean,right-cheek-raiser_std,right-cheek-raiser_var,right-lid-tightener_mean,right-lid-tightener_std,right-lid-tightener_var,right-lip-corner-puller_mean,right-lip-corner-puller_std,right-lip-corner-puller_var,right-dimpler_mean,right-dimpler_std,right-dimpler_var,right-lip-corner-depressor_mean,right-lip-corner-depressor_std,right-lip-corner-depressor_var,right-lip-stretcher_mean,right-lip-stretcher_std,right-lip-stretcher_var,right-eyes-closed_mean,right-eyes-closed_std,right-eyes-closed_var,horizontal-position_mean,horizontal-position_std,horizontal-position_var,vertical-position_mean,vertical-position_std,vertical-position_var,depth-position_mean,depth-position_std,depth-position_var
Frustration,0.18000539083441067,1.0094402631217603,0.9988735883080507,-0.5873597510320765,-0.7111636473263185,-0.5011190602563083,1.4271180542129691,2.484746447535054,2.0662874919624223,-0.1447210331218437,-0.260671810542079,-0.4148139581103797,-0.18657500903521695,-0.21942799802837776,-0.2993443822190688,3.8409740199359623,2.623279358115314,2.328772628935298,0.08257892363337348,0.523853886249483,-0.006831053992255449,-0.9040313081467767,0.5226163887830707,0.1764919963394768,0.5364947611483982,0.42853881043621145,0.23508139903128417,2.0354055320058304,0.011183207088219552,-0.3014842905450834,1.988560229530041,0.11069342784695937,-0.18496342703583052,-0.6193462325088341,0.088996203021443,-0.22830223349691245,0.8527013345059441,1.2961213663885136,1.6372899794357314,0.5377646286192782,0.6262528354592859,0.2953381461669076,0.37203004628834396,0.9895835041849533,0.8114102545934602,-0.1670694729015051,0.1901953251862098,-0.17370478084384913,0.013496985592042212,0.20642957597201592,-0.15536964575549417,0.40223161304985827,0.5416588444142776,0.22033922202200143,-0.47297612183742155,-0.8738944156386211,-0.6339491540559784,4.1018379078155665,2.127532859959407,2.3704444686518107,0.3625767211611976,0.31658022538760194,-0.1284969820801209,-0.18017758534632566,-0.3931025477323521,-0.3414491141835047,3.113848407606924,3.661297956168506,4.974429854355182,-0.506411432038414,-0.6932520341330023,-0.5286111129731645,0.5175450395162631,2.05502558978418,1.1648119789244014,-0.004026718902726676,-0.21041168143256214,-0.30889504475937407,1.3338662495209024,3.251135751924217,3.776578023003708,0.20970213312911204,1.5300821134701688,1.3973781293658512,0.3307959281008801,0.4974831184527312,0.1565750949460913,-0.5498807257382332,-0.8165357338688497,-0.5853979761767177,4.120471545975256,2.139241631484098,2.4318211354166013,1.0814724846614827,1.028128511534854,0.35566175720278587,-0.13381624326710861,-0.4295062533804721,-0.35446199961986563,3.3004471830763493,3.571898105716634,4.704482049326169,-0.5532974891232494,-0.7087500725425332,-0.5782680201627892,0.4919259728189945,1.4218773538041356,0.5155710019203485,0.09550415198510401,-0.1683231666896001,-0.20573290476071776,2.108733992191497,4.357533129074314,4.5680111768664755,0.392180168421348,1.5370133902985696,1.3003345450527506,0.3926108226498268,-0.2689872508681814,-0.15360472620921792,-0.9902873541658459,-0.3912611774239901,-0.2777274049604633,0.1650794677449669,-0.250754161423105,-0.42854706040830176
Joy,0.08633516372813596,1.090007417653414,1.1342997337627654,-0.5852554288945565,-0.6689161484401368,-0.49894563633744393,1.9841505635099612,2.581879108123377,2.2137727234505,-0.6038004908649198,-0.6648835228392825,-0.5232162000900353,0.2984784256098645,0.24882475005310697,-0.14279052468578582,2.951729425046868,2.2592239899842075,1.7823234068758242,-0.18464194831675085,0.029835339432859175,-0.26543808945948744,-0.881685040188458,0.5756803249034637,0.2367937438084248,0.550698908970749,0.6440260172266097,0.5703150342035831,1.916805128323819,0.274204572338417,-0.046147010360928206,1.012485510250955,0.017123870424972577,-0.24616109843369752,-0.8540078806135404,0.2679083627802729,-0.07391395282301187,0.8122849043918321,1.293843661666664,1.6327692294257141,0.4188041843450367,0.9263530155132494,0.7129911652597779,0.1668375333465321,1.2840358242764005,1.3047754790688402,-0.368715277793349,0.046407474429975996,-0.3144317735459498,-0.13111243454440036,0.14599699057013743,-0.2170736396130478,0.5938878340878956,0.761410178096494,0.5025577446803667,-0.4199270438554823,-0.6437627938000964,-0.6039970719323194,2.338415814168062,2.077805089858724,2.2746676587289065,0.9762127852340531,1.1349111740751054,0.4316699384785625,-0.29007115655330157,-0.4747068774490048,-0.3544880630700125,0.963839663011859,1.926200769757422,1.535037045324617,-0.5398845776544394,-0.7250900679479265,-0.5314649242674611,0.5713003075658408,5.47598942425247,7.214185177649043,0.045076193634265876,-0.19865402689940143,-0.3059919379319231,0.9635308819861687,2.0089497268039507,1.5881981717369287,0.5137121775600105,1.7356692640713312,1.7489703538120158,0.41806158578594194,0.6627679727230754,0.36017060477988333,-0.4280423145288815,-0.44404944160402066,-0.5154550516179697,2.3461196312949832,2.0895908948063595,2.3343083400306393,2.452494804956312,2.0536691485434613,1.5238198419787226,-0.24554013402966804,-0.5071437450870129,-0.36525279058788146,1.1007725435828568,2.0259757529374682,1.6640718592420498,-0.5865055318077063,-0.7906588814435501,-0.585528026549346,0.5475104061540749,5.859276037304473,7.673124067285949,0.3705018821991934,0.08610361488685804,-0.15426155540125,1.5022327123162955,2.7103731853564375,1.883925165773852,0.820664823483933,1.7785103320550488,1.693960348685326,0.31275456494921006,-0.26265520666669057,-0.15317275795656973,-1.065723816045592,-0.2927629368038791,-0.25819249486956813,0.0692628041179514,-0.45837456428039136,-0.5119868265930206
Pride,0.13205267382646027,1.0507107714792054,1.0677067003984044,-0.5935538010135435,-0.7033299201810974,-0.5008009166089842,1.4408896051283753,2.839840447171749,2.626539080370699,-0.5344611730865065,-0.5866513915770014,-0.5097323193759786,0.4526070777418052,0.23396458426790623,-0.14936929611596314,4.263052809075568,2.844232632494851,2.690446950546283,-0.16194433668220595,-0.13680488559174506,-0.32220434379022,-0.8862740736583259,0.6816699035317125,0.36264932964072544,0.38383210042341537,1.1403754313612047,1.4619947340790733,1.9021404405401492,-0.12548849924973654,-0.4171531806685838,2.226752668984658,-0.6154632741822256,-0.5418977216309716,-0.6770702112539128,-0.445945437852052,-0.5761230622816609,1.0189109217956955,1.28974386891811,1.624641164276158,0.5142406106601233,0.6925306075972243,0.3819263520744906,-0.019878379153669412,1.4630100813072209,1.636247247719087,-0.8264475566488704,-1.0736014641222151,-0.9056986817116653,-0.7641205790346005,-0.6027106548717764,-0.7662099610525744,1.4820479554590007,0.610101892962196,0.3047532169738677,-0.40409146542958524,-0.5673640267652232,-0.5862571851880635,3.1483564036670013,1.8030273428418715,1.7738518465862652,0.39095819565040635,0.2903635407927345,-0.14081996326969295,-0.2706997160302063,-0.4845725768691909,-0.3558525254490617,1.1458360321214123,2.1407723487804686,1.8678631330115116,-0.5334430074987196,-0.765155784106558,-0.5341619211733838,0.48226856516537486,0.10559001516133584,-0.17278338996626366,0.3156231056064537,1.4520957646322714,0.7784532426161761,1.634161953627284,3.819744373668792,5.045032021570325,0.21679261884214351,0.9682767806566654,0.5803863529138245,1.3691456379582054,0.663280585281835,0.36083119307573974,-0.4168314506539496,-0.569571794924227,-0.5488547114471349,3.156521650406115,1.8215063720377875,1.8353528758941657,1.5999596003300949,1.2216346211671185,0.5338821001894525,-0.22229629286939054,-0.5102043966617962,-0.36561840687701336,1.2451714795369808,2.0664541516418553,1.7265139790513389,-0.588346023098723,-0.8132313289982172,-0.5867496796830799,0.4681203740843943,-0.11021946819304651,-0.21309619756526044,0.5928558914560438,1.4744789515865195,0.5239433777525667,2.8216673655548163,5.799061084621512,7.7972770850950655,1.4143642966009309,2.769827452297972,3.7041485861113896,0.15060955057815242,-0.3672801333236631,-0.1590110515624298,-1.0377444840497863,-0.4365083089729942,-0.2855332765657569,0.12384405140475697,-0.3760967014483108,-0.4819523072548848
Shame,-0.09515466022554267,2.4428563400272103,4.052689602602641,-0.468474123098082,-0.35547480966044565,-0.44772584986101766,4.5381225633828,5.283260040684776,8.055310547321902,-0.22198534977980025,-0.20574298676353878,-0.3926693929881203,0.06279718935404235,0.30365101528467947,-0.11760502836798709,1.6572468795984454,3.014114362855901,2.9839444563625754,0.13160579584840398,0.9086724091618739,0.288200795290064,-1.7090771801220666,2.1314731111036247,2.807948768957979,0.4645507730465026,0.7608184357548968,0.7651356110066216,1.0298233171364235,2.386388860863938,3.566513828295423,1.8382429323146827,1.2471679448991382,0.9174169394149608,-0.7099043898587335,0.5786446485878391,0.23956935624704084,0.3330721770104603,1.1489595076859684,1.3526544557855056,0.24415940898190097,1.2487222582778177,1.2348126817952625,-0.42353784639481273,1.6315799268569897,1.9702944104348017,-0.2951978775144218,0.10935316089475604,-0.2546411739532475,-0.18972873515624702,0.11722892761054288,-0.24553485824634022,0.34196942922955925,0.6476698857882609,0.3524277569381031,-0.32240118427301545,-0.11454253221933265,-0.40133042269665176,2.232136595556445,2.716876720226181,3.6255452549405556,0.8273989018456426,1.271379993321524,0.5581769989697374,0.08923324676991286,0.4591672953908337,-0.018375832205190394,1.178452002968596,1.8869155179833792,1.47692862766813,-0.2640173073602796,-0.11214230665178905,-0.36595176684923303,0.6833527177278207,4.417832363202743,4.839205567555155,0.5937376721864177,0.690904948375323,0.11139476979234057,1.3186458004359698,2.922545015744972,3.1199276563203657,1.0216433391311426,1.8950041796541113,2.0408565888149015,0.3886669254655656,0.7349768484148396,0.4550002321810125,-0.3036091896766422,0.013731144968765107,-0.30897285639824307,2.2048209521300013,2.741098965839411,3.7407033218882333,1.6909119260840864,2.688632971362942,2.523411699344046,0.04609455827713512,0.3172830088437409,-0.10164682112849793,1.2583385096879565,1.928690296978868,1.5177748077553703,-0.33593166129824154,-0.22466021887730048,-0.4448507579175088,0.7055923527074756,4.561648843500867,4.803750083049194,1.1224641699864828,0.9807401309208831,0.20580835885049287,2.0124578148721706,3.1265239983201902,2.460771987063087,2.1299519580491806,2.2314361949760952,2.5337055177973755,0.26338463527108125,0.2621341295960019,-0.08216057881782618,-1.0627316799239008,0.62325492181674,0.09034809607773836,0.11445644176995927,1.389194535033866,1.1212680560479769
Neutral,-1.7740006005319977,-1.4795690401784478,-1.0597095664023295,-0.6152444774932107,-0.7717540622694373,-0.5022747039476897,-0.6177561856196122,-0.7655934034492223,-0.3650252952765009,-0.908830745461517,-0.9189333811613702,-0.5421886829723692,-0.5479870114099226,-0.6846543390571527,-0.35107953909237155,-0.6887142905234535,-0.7900162656303161,-0.3772237639130443,-0.43146746765239524,-0.66897689660907,-0.4005765295429251,0.28365050349837134,-1.2216537335191306,-0.7997509255775742,-1.8197842213643431,-1.7633858995918335,-1.3900263567743183,-1.2160836205881478,-1.416119864964845,-0.935837843253407,0.3064795213097874,-1.2091562295937202,-0.6324383659702812,0.09778688185290944,-1.2694399067672166,-0.7782059896211577,-0.8676118027807658,-1.545614064799115,-1.1839549972872139,-1.8206549393322509,-1.1318804094839205,-0.8318666998765419,-1.8019435839324995,-1.1099713016347141,-0.832269680433348,-0.8332047903464513,-1.253586259217472,-0.9172539040331106,-0.869732565618526,-1.2601284807589055,-0.9198262496007853,-1.0035360425017903,-1.2566819211572933,-0.8679400210035593,-0.4870309119175126,-0.9543005426581053,-0.6361015124712652,-1.0392503051852933,-0.9195642524556686,-0.5880857004071528,-1.5340811322870997,-0.6219609581917155,-0.35219893834423927,-1.2676969367805895,-0.7741296997082449,-0.375540529238034,-0.9851602544586169,-0.7017941349155017,-0.4231866645365752,-0.8603014668030778,-0.8535446496935036,-0.5365871702915386,-1.9978572300224744,-0.6222162222960762,-0.2795226459198208,-1.5111683758754342,-0.7050989727344167,-0.3692499235574721,-1.8656285931767242,-0.7702963129789469,-0.41275921833109885,-0.9902154998776227,-0.9307738091099806,-0.6225086461892492,-0.9999540412142314,-1.2149886755472001,-0.8495683621061543,-0.5774333126397384,-0.9263715806677244,-0.5892234400715252,-1.0378521323093426,-0.9210844219669312,-0.5979580533813087,-1.5126675290337095,-0.6322296669174982,-0.3668366832750095,-1.1599699754442692,-0.755442212128829,-0.38017525786633316,-1.0192753422506675,-0.6915403039473421,-0.41645791378821617,-0.9051911666027712,-0.8838641403426786,-0.5883977184434079,-1.9979610913156356,-0.5922309022735266,-0.25736444040149314,-1.4839599153767313,-0.6217553821233889,-0.24154966791044727,-1.7752864971697098,-0.587171624665735,-0.26586616733735474,-0.9615412406224951,-0.8675532354354417,-0.5656153780327706,-0.335188169416838,-0.5358274751077496,-0.1625998403544564,-0.619907397158236,-0.8942675209193086,-0.3231591952160495,-1.9239034293530153,-1.0380853645207737,-0.6107838757314983
Frustration,0.6203486616887416,1.4380606018063762,1.7689175476931642,-0.18161254496196133,-0.13088827674109785,-0.3729890692866737,-0.572751935424275,-0.6332963641798776,-0.36099735020842116,-0.7923574463047636,-0.7315426009671839,-0.5318662351971565,1.3804453403004893,2.3909033034269083,1.909943145173198,0.49778425950920946,0.10886336958749857,-0.18955910748984187,-0.4292585387586914,-0.6606593512584742,-0.40055738485660514,0.3714044385796461,-0.6160506936949613,-0.6820698829757779,0.9997408299409073,0.9566674741644573,1.1125408525667064,-1.1106635088389787,-0.1080832673316815,-0.40306906502771955,1.9399362943039062,-0.027249287903516387,-0.2736103397919845,-0.16509236077583606,-0.6131238384856074,-0.6498446250376657,0.6313389684335814,1.2651323093856615,1.5760942594953373,0.8061025544091702,-1.1318804094839205,-0.8318666998765419,0.8430163515813431,-1.1099713016347141,-0.832269680433348,0.4279161634522706,1.5958482246398782,1.9789159014513737,0.445342404987548,1.4696414047743684,1.7287128779431558,0.48493954740332573,1.7356135038987017,2.1451028057879125,-0.04502019407915869,1.0552125278589768,0.7082658982081648,-0.2356694601055322,-0.5183047915367592,-0.5367813749709792,2.7996374721275035,2.596049478043166,2.27769364087357,-0.3120127436748,-0.6552704982366888,-0.3722231219423412,-0.36792075456120926,-0.5049678559746552,-0.412202186341023,0.707557409007962,0.8203163968025572,0.33317405134539985,0.5111454968549918,0.11571365254524019,-0.16979329492003484,-0.03351730179744423,-0.3674401786714199,-0.3411304616610375,0.16076852872606215,-0.454708875815767,-0.3869590070362494,-0.5153556312642612,-0.767329609866823,-0.6135983185366597,0.46757889990291246,1.708851822968808,2.0834879957165713,1.3507437486123293,2.0619437509174356,2.2424863875183405,-0.5036935749039041,-0.677374381985738,-0.5787438483417576,3.2040133073249395,3.2808614257464006,3.646201190084104,-0.2540754926065539,-0.6006686933381704,-0.37437715559457596,-0.3862766296252661,-0.5013224680195555,-0.40626420622758935,0.9365223597679198,1.2310621423431696,0.8891615324639148,0.576411318603855,-0.045824436895232225,-0.20047793418772997,0.04629000056248671,-0.2964165026593299,-0.2231108310091684,0.22328367976887253,-0.4003209990033199,-0.2589637055850652,-0.5851863937198222,-0.7964872814787693,-0.5639855209104129,1.709322281760821,-0.15028191417958364,-0.1438215738145988,0.2737518525876263,-0.4098802704946062,-0.2810285283267817,0.5251001720907972,-0.47569853621574804,-0.5178034626553941
Joy,0.9440978685842153,-0.029459145986160524,-0.3609669907692468,-0.2977456699431197,-0.36951370462851796,-0.45134309642770093,-0.5982169990577401,-0.7100941434957287,-0.36431643984191087,-0.8595305343928387,-0.8796702645975608,-0.541735518562622,0.4304786104396866,0.8878978440320201,0.24002910343410516,0.08259774369731547,-0.09728571347220734,-0.2657665738715308,-0.42841638337898,-0.6518343551420996,-0.4004952074930493,0.3661550986417932,-0.824259917408982,-0.749078391437446,0.8218785609265976,-0.0974443756311172,-0.4512753749159039,-0.9202938049800988,-0.3391373008653013,-0.5746639754855085,1.6949459339759982,0.044238429539753,-0.22889011538756288,-0.12021356752105321,-0.5512856582694062,-0.6245166588859604,0.6486913142650144,1.269211603579526,1.5841115059173745,0.8061025544091702,-1.1318804094839205,-0.8318666998765419,0.8430163515813431,-1.1099713016347141,-0.832269680433348,-0.6161179659861901,0.14993522189670025,-0.21459460568787067,-0.6273788387197893,0.10895449722830826,-0.2536120910353497,-0.3640131029712484,0.15306344456777776,-0.19916858020126554,-0.39022862156230076,-0.281870882202671,-0.4855690976186717,-0.2940477841022946,-0.5846574619032758,-0.5523459662499096,0.8038743831300723,0.4191219576247297,-0.07694486618837693,-0.29900723290179704,-0.6144862173718648,-0.3695559232315545,-0.351190569529567,-0.5742507937546397,-0.4185742445396859,0.6025861296273038,0.5610064330056181,0.08456571393932734,0.4925991857432047,-0.31910699903180023,-0.2610090437170181,-0.007604734936457206,-0.33184829977217933,-0.33489000906954475,0.19918177219391714,-0.38615669225486193,-0.37453293662075454,-0.5410549070079334,-0.8740839436998377,-0.6214367184674584,-0.36243421674332205,0.1357883916382666,-0.22355960150994691,0.09372403861294425,0.4470339503528906,0.008903668628339148,-0.516504755295221,-0.6879889445351128,-0.580381113243277,0.731931845630772,0.7619733474962191,0.14259432627075777,-0.2391502906537613,-0.5571602191077483,-0.3706591553994719,-0.3753345846488897,-0.575837939726476,-0.4126864133383539,0.9740949975702065,1.0007628291316988,0.5848919327707784,0.5433656107248376,-0.3197444150863959,-0.2432173365085538,0.07176993956034985,-0.29772352426165893,-0.2232586863679458,0.23530785433650506,-0.3518675609617831,-0.25491970591066265,-0.5949953233063799,-0.8377704014009195,-0.5653291195289276,2.0658084288377068,1.7548812481568608,0.5002937568319338,0.31865150727651176,1.0077696636824283,0.3264481587654523,0.4853138301249665,2.4269913315334866,2.918990074896207
Pride,0.92905255112471,-0.2093674504629539,-0.5235912084604902,-0.31659073829592166,-0.21463032290462186,-0.4045691102038085,-0.5103752336053139,-0.35699342464304895,-0.3266032951935107,-0.6449128622784652,-0.3369637563820917,-0.4426282237634617,-0.19284017665470288,0.15035480619987887,-0.18441636775373318,0.29706170373432983,-0.18156366395180823,-0.2912367414895993,-0.42828700680008586,-0.6615269656276532,-0.40056117056208557,0.2882816117179955,-0.6283151483665397,-0.6867880867676286,0.4910382580012532,0.18764242272949205,-0.10249431533206121,-0.7707628582513442,-0.12152312446345725,-0.41396103953076485,1.400774113148094,0.015349088894297223,-0.24727839889397227,-0.1660644332381682,-0.6341443370250953,-0.6579352712873388,0.2701840539193088,1.1127199561032286,1.2848831152828122,0.8061025544091702,-1.1318804094839205,-0.8318666998765419,0.8430163515813431,-1.1099713016347141,-0.832269680433348,-0.5956870687612238,0.020616521702821834,-0.33811363047918325,-0.5925171285552558,-0.022270537530878844,-0.37520330717422046,-0.41764173232663765,-0.022837565408662074,-0.3556485505742022,-0.41185303010048063,-0.541476100388169,-0.5793644154649357,0.012599527441344356,0.8817621965474625,0.4458374573294909,0.783423191877966,0.34336815339538174,-0.11554489981380078,-0.2651467245649363,-0.5873039940411832,-0.36734444446651565,-0.3101967283623979,-0.5449050065612805,-0.4162075718309571,0.1278459942583837,0.3108236208748262,-0.11572299465789565,0.487942174687736,-0.2013760545768816,-0.2438342527608912,0.41171018103751345,0.44864380900216977,-0.040951445554032184,0.32717578154690985,-0.12219185677175012,-0.3039479519799412,-0.511769236123526,-0.822793844968826,-0.6186196187385992,-0.496674506054195,-0.08179826216347312,-0.40899438970597146,-0.2344499321076892,0.26026228495755477,-0.14271530142351901,-0.19470555812690435,0.9863788305044299,0.5790730488542931,0.3738583594110743,0.25334003702272834,-0.16130496942089045,-0.21614158581789136,-0.5264074871162869,-0.3674784302246587,-0.3326136843659136,-0.5390158769321407,-0.40990388263075944,0.42381158286731446,0.8642723799238788,0.42109950358598364,0.5415386780144137,-0.24364133678788089,-0.2342114885510197,0.39963163829343734,0.10196833917168463,-0.150305060907447,0.2380868585303093,-0.22098219394476293,-0.23935514312665904,-0.5818558902623048,-0.8061732419798838,-0.5643995279466797,1.4390093524568746,0.061314698041122884,-0.11755349381661113,0.293049704529676,-0.2753863960455294,-0.2543847015880478,0.5188778380062049,0.03086929560081263,-0.27486086029033374
Shame,0.8691065648895726,0.40412033084162613,0.11934512126119165,-0.36405516449548836,-0.333097744453926,-0.4417036853731742,-0.49968679669988614,-0.4490497873821731,-0.34196576759502434,-0.8050999061227985,-0.7648607295942979,-0.5352105800757513,0.5131497268805992,1.1814272343579797,0.4812943080381532,0.37734621501436166,0.6864158826872434,0.12907444576692906,-0.42907121555918026,-0.6623113172976739,-0.40056423439663064,0.25770840554339486,-0.6859580143498426,-0.7076706169506841,0.8007904033637,0.8784796387356758,0.9707362490595987,-1.088252938862345,-0.14496454399978106,-0.43268930554963847,1.4745373970266513,-0.06351633004208168,-0.2952938883098172,-0.15049678845467565,-0.6289364040088098,-0.6559553135367261,0.5731366915943482,1.2493587863899256,1.5452031462797946,0.797075896355076,-0.7921564226884579,-0.7897793384992411,0.8430163515813431,-1.1099713016347141,-0.832269680433348,-0.28315203492274243,0.8745189351071969,0.6981936134651168,-0.3141419675658284,0.7302310776391643,0.4882215365110845,0.14317776551728392,0.7658248108537214,0.5085603070722912,-0.11830855324339964,0.3958207633558,-0.0292507708057208,-0.308358614404771,-0.5024594917885049,-0.5326494682913131,2.002510130362008,2.0188080491874447,1.418823003931719,-0.30230684428927884,-0.6317510843989275,-0.37078035654301444,-0.31264832416645966,-0.40979702140983604,-0.39901144739716216,0.4797680203168497,0.5028567716716107,0.034546425795205185,0.4890262395693435,-0.234174657016649,-0.2491803024513606,0.004574655142035565,-0.4317311147582755,-0.35081905613848297,0.3454421094112176,-0.02290267517116311,-0.2680545164906847,-0.48465222395805907,-0.7335706719436647,-0.6095373824458091,0.055817558456594654,0.7599236216428221,0.4885936022762846,0.8971848512946132,1.2965902335771868,0.9777437645125445,-0.4703952032967692,-0.5047717139637653,-0.5418900727077623,1.2318217601826644,1.699210399644601,1.057726951993736,-0.22640493692743213,-0.5775708603391627,-0.37251744816264637,-0.33347090613842834,-0.4034319662307837,-0.3930726996656487,0.7508832826890076,0.8484537686221976,0.4029126008966214,0.5580695215744427,-0.21760124731741753,-0.230623177899973,0.03812142541157782,-0.37251562266129007,-0.23072794931054533,0.24357172065227836,-0.22084423982878262,-0.2393351644297992,-0.5729339965759965,-0.7919614023042608,-0.5637713135263563,1.0783710219054312,-0.22081889232902358,-0.15006413260935775,0.23281970137173966,-0.4946164821612605,-0.2944794810407575,0.4972299472860559,-0.5025908517850948,-0.5264831642246035
Neutral,-1.7740006005319977,-1.4795690401784478,-1.0597095664023295,-0.6152444774932107,-0.7717540622694373,-0.5022747039476897,-0.6177561856196122,-0.7655934034492223,-0.3650252952765009,-0.908830745461517,-0.9189333811613702,-0.5421886829723692,-0.5479870114099226,-0.6846543390571527,-0.35107953909237155,-0.6887142905234535,-0.7900162656303161,-0.3772237639130443,-0.43146746765239524,-0.66897689660907,-0.4005765295429251,0.28365050349837134,-1.2216537335191306,-0.7997509255775742,-1.8197842213643431,-1.7633858995918335,-1.3900263567743183,-1.2160836205881478,-1.416119864964845,-0.935837843253407,0.3064795213097874,-1.2091562295937202,-0.6324383659702812,0.09778688185290944,-1.2694399067672166,-0.7782059896211577,-0.8676118027807658,-1.545614064799115,-1.1839549972872139,-1.8206549393322509,-1.1318804094839205,-0.8318666998765419,-1.8019435839324995,-1.1099713016347141,-0.832269680433348,-0.8332047903464513,-1.253586259217472,-0.9172539040331106,-0.869732565618526,-1.2601284807589055,-0.9198262496007853,-1.0035360425017903,-1.2566819211572933,-0.8679400210035593,-0.4870309119175126,-0.9543005426581053,-0.6361015124712652,-1.0392503051852933,-0.9195642524556686,-0.5880857004071528,-1.5340811322870997,-0.6219609581917155,-0.35219893834423927,-1.2676969367805895,-0.7741296997082449,-0.375540529238034,-0.9851602544586169,-0.7017941349155017,-0.4231866645365752,-0.8603014668030778,-0.8535446496935036,-0.5365871702915386,-1.9978572300224744,-0.6222162222960762,-0.2795226459198208,-1.5111683758754342,-0.7050989727344167,-0.3692499235574721,-1.8656285931767242,-0.7702963129789469,-0.41275921833109885,-0.9902154998776227,-0.9307738091099806,-0.6225086461892492,-0.9999540412142314,-1.2149886755472001,-0.8495683621061543,-0.5774333126397384,-0.9263715806677244,-0.5892234400715252,-1.0378521323093426,-0.9210844219669312,-0.5979580533813087,-1.5126675290337095,-0.6322296669174982,-0.3668366832750095,-1.1599699754442692,-0.755442212128829,-0.38017525786633316,-1.0192753422506675,-0.6915403039473421,-0.41645791378821617,-0.9051911666027712,-0.8838641403426786,-0.5883977184434079,-1.9979610913156356,-0.5922309022735266,-0.25736444040149314,-1.4839599153767313,-0.6217553821233889,-0.24154966791044727,-1.7752864971697098,-0.587171624665735,-0.26586616733735474,-0.9615412406224951,-0.8675532354354417,-0.5656153780327706,-0.335188169416838,-0.5358274751077496,-0.1625998403544564,-0.619907397158236,-0.8942675209193086,-0.3231591952160495,-1.9239034293530153,-1.0380853645207737,-0.6107838757314983
