label,word-count,sentence-count,word-length_mean,sentence-length_mean,lexical-diversity,sentiment-score,dominant-topic,bigram-count,noun-count,emotion-word-count,question-count,exclamation-count,adj-count,adv-count,flesch-reading-ease,modal_count,negation-count,compound-count,unique-words-count,pronoun-count,bert-aggregated-value,vader-neg,vader-neu,vader-pos,vader-compound,flesch-kincaid-grade,gunning-fog
Shame,-0.1614450179069064,-0.5672183973303135,-0.06539634227068108,0.5335481860091568,-0.30191174133712767,-0.831303924057093,1.045805740884263,-0.19617026806327897,-0.16326329009862864,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,-0.2315493503255582,0.10013026913995582,0.2745610224118814,-0.34657523665372064,0.7050650070754306,0.4633072207496406,-0.0851333157965043,-0.08108090803122787,1.1583212155781342,1.6040369918140425,-0.4429576041336804,-1.1355423017417623,-2.142016369479509,-0.22609282515779885,-0.2281063055570655
Neutral,-0.0981056473244235,1.2678999469736418,0.5868735781519809,-1.171488533893132,0.03406521937161751,0.5977157223098997,-0.9914781699292362,0.005311799975569629,0.18280602806554663,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,0.026444354772556796,-0.1152036429889815,-0.16908022483708765,-0.34657523665372064,-0.5846880546479182,0.4633072207496406,0.1862648385883251,-0.16873594374066336,-1.0173394231352655,-0.9106398248280413,0.7857857006636616,0.09124813543686246,0.667125135434917,0.06431910018702587,0.060433515783823354
Frustration,0.8906923045465597,-0.06673157615650753,-0.77369509320843,1.1224987945858287,-1.6115705256383221,-0.8920161065080096,-0.9914781699292362,0.8020817963110164,0.8953016831094369,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,0.21993963359614305,0.5307980933978305,-0.6755807223774639,0.06601433079118485,0.7050650070754306,-0.5224528233985309,0.7290611473579839,0.5763318597895383,0.7926017675319549,0.22414213214040785,-0.2948112482361284,0.08229346071293088,0.6339673907503439,0.7594033805205407,0.7422871517265228
Pride,0.4191658790991869,-0.3169749867434105,-0.7427411632188625,1.0146817495374676,-1.2657247047953981,0.7658775058111674,-0.3123835329914032,0.37164283277347615,0.3456621777898644,0.3223291856101521,-0.5124707431905383,-0.12751534261266767,0.5424317649687868,1.1767998297846425,-0.23193947512849478,-0.34657523665372064,-0.5846880546479182,-0.5224528233985309,0.3576741992524279,0.31336675266123176,0.7087376841743802,-0.6473704108113612,-0.6782488752650856,1.3359479220633497,0.6778398651583163,0.32140506688572307,0.305764032569173
Joy,0.45787327223292645,0.18351183443039548,-0.5838163099994246,0.05130474113475969,-1.3251100423831441,0.8029103748316567,-1.6705728068670693,0.2892183503939472,0.4270902526520233,3.5456210417116734,0.47304991679126607,-0.12751534261266767,0.8649238963414305,0.8537989615912365,-0.14704229241243763,0.06601433079118485,1.564900381557663,-0.5224528233985309,0.37195831264110313,0.31336675266123176,0.879281941005016,0.006263996402465679,-1.4189806547528454,1.4523586934744601,0.6769711032888514,0.2380901702704045,0.1868906704737545
Pride,-0.43591562376433235,-0.9008762781128509,1.3909262368149564,1.4486453558571206,0.4235578798996281,0.8079600847746646,-1.6705728068670693,-0.35186095700238923,-0.4686185708317245,1.1281521496355322,-0.5124707431905383,-0.12751534261266767,-0.4895430554236732,0.10013026913995582,0.27762959528113645,-0.7591648040986262,-0.5846880546479182,0.4633072207496406,-0.39938381034735937,-0.6070111222878407,0.3877056008146173,-0.3296314628601953,-1.4102661632294602,1.774726983535997,0.6708897702025979,-0.3260707010961812,-0.2759710164201572
Neutral,-0.08051137771817826,1.2678999469736418,0.5949541641734228,-1.1589098786374898,0.07959755669843718,0.4551445672479089,1.045805740884263,0.023628351615464956,0.16244900935000692,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,0.21993963359614305,-0.1152036429889815,-0.1879565973358386,-0.34657523665372064,-0.5846880546479182,0.4633072207496406,0.24340129214302603,-0.16873594374066336,-1.105067418630302,-0.9106398248280413,0.8467871413273594,0.028565412369341434,0.6668355481450954,0.08336250512767004,0.07456918850277969
Shame,-0.4464721855280795,-0.8174618079172166,0.22728979191247878,0.7429827960155978,0.20559759039536285,-1.2008421581462874,1.045805740884263,-0.3610192328223369,-0.38719049596956556,0.3223291856101521,-0.5124707431905383,-0.12751534261266767,-0.3605462028746157,-0.22287059905345016,0.4444483749006399,-0.34657523665372064,0.2751473198343144,-0.5224528233985309,-0.48508849067941073,-0.5412698455057642,1.2303515889947378,1.3316893221416144,-1.0355430277238875,-0.2579841787964687,-1.5725429640453334,-0.392722618388436,-0.3530460273737511
Frustration,-0.5203681178743096,-0.8174618079172166,1.818802054476433,0.4260006835734166,0.6126245338391622,-0.9941877670439805,-0.3123835329914032,-0.5075516459414995,-0.570403664409423,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,-0.554041481698202,-0.3305375551179188,0.35945820512793863,-0.34657523665372064,-0.5846880546479182,-0.5224528233985309,-0.5422249442341117,-0.3659597740868932,0.8995464028469377,1.4950979239450712,-1.4538386208463872,0.019610737645409857,-0.8772438811836731,-0.45699411006311025,-0.3833882976977178
Joy,-0.7807633080467393,-0.9008762781128509,3.4930050212358914,-0.40041696672227034,2.031070490573323,1.1010581427432957,1.045805740884263,-0.7181919898002957,-0.8146878889958997,0.3223291856101521,-0.5124707431905383,-0.12751534261266767,-0.8120351867963169,-0.22287059905345016,0.3404888455725435,-0.7591648040986262,-0.5846880546479182,-0.5224528233985309,-0.9707483458943686,-0.7604074347793528,-0.13308493706684227,-0.9106398248280413,-0.9919705701069603,1.9180017791189015,0.642655009444992,-0.585537093412459,-0.5130738075484038
Shame,-0.25997292770187985,-0.8174618079172166,-0.8179369586340426,1.5429852702744364,-0.4874657163418882,-0.24323910846766914,-0.3123835329914032,-0.27859475044280796,-0.38719049596956556,2.739798077686293,-0.5124707431905383,-0.12751534261266767,-0.3605462028746157,0.31546418126889314,0.43812525504884153,-0.34657523665372064,0.2751473198343144,-0.5224528233985309,-0.34224735679265844,-0.08108090803122787,0.9730713186459827,0.31492468869788387,-1.1836893836214395,0.9061235353146346,0.6346913589748979,-0.3355924035665033,-0.32484646633675623
Neutral,-0.09458679340317445,1.2678999469736418,0.44218384534371247,-1.1689728028420037,0.04966130251763949,0.5793459437184871,-1.6705728068670693,0.014470075795517293,0.12173497191892747,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,0.2844380598706718,-0.1152036429889815,-0.17856490461478525,-0.34657523665372064,-0.5846880546479182,0.4633072207496406,0.20054895197700034,-0.16873594374066336,-1.0296450362021208,-0.9106398248280413,0.689926293906422,0.18974955740010976,0.6685730718840249,0.07384080265734796,0.051850370282640966
Frustration,-0.3655385453393514,-0.9008762781128509,0.39035008757269873,1.8260050135263841,0.37543151754025295,-0.7316949419822122,0.36671110394642986,-0.4709185426617089,-0.427904533400645,1.1281521496355322,-0.5124707431905383,-0.12751534261266767,-0.6830383342472595,-0.5458714672468561,0.40037251005133967,0.06601433079118485,-0.5846880546479182,-0.5224528233985309,-0.2565426764606071,-0.3002184973048166,1.2603245543568842,0.823307005419749,0.05376841269928802,-0.8758567347477468,-1.2577615800092548,-0.44747240759278817,-0.4234660558261658
Pride,-0.47814187081932097,-0.8174618079172166,0.3229855551949553,0.6071333192546632,0.03386953992995851,0.33553483284645724,0.36671110394642986,-0.4617602668417612,-0.5500466456938834,-0.4834937784152281,-0.5124707431905383,-0.12751534261266767,-0.6830383342472595,-0.1152036429889815,0.6268889800363509,-0.34657523665372064,-0.5846880546479182,-0.5224528233985309,-0.5993613977888126,-0.4536148097963287,0.5885677174033475,0.777915727141011,-0.8002517565924813,0.055429436541136155,0.354081275137768,-0.5212656017377846,-0.4598083382659005
