label,mfccs_mean,mfccs_var,total-mfccs_var,chroma-stft_mean,mel-spectrogram_mean,tonnetz_mean,spectral-bandwidth_mean,spectral-rolloff_mean,rmse_mean,spectral-flatness_mean,pitch_mean,envelope_mean,zcr_mean,spectral-contrast_mean,temporal-centroid,harmonic-to-noise-ratio,spectral-centroid_mean,tempo,poly-features_mean,rms-energy_mean,crest-factor
Shame,"[-52.4200062403299, -48.83250939512369, -47.19532610147178, -50.30050473622475, -47.65880669308902, -48.84143549324766, -45.73349965691606, -46.877503579001704, -46.43691156007732, -48.170562575472644, -57.57414671947997, -47.622918631120434, -46.35195241662115, -47.81719570626428, -46.87129221411585, -49.13529923350321, -47.141372177084115]","[2176.329950883852, 1876.6725879241947, 3129.0367308984346, 2659.804029462313, 2719.5684176333302, 2214.426459621322, 2058.1601643560534, 2289.348895461207, 2389.205192890905, 2318.330815996446, 1037.5354659908046, 1912.794845261874, 2310.552917302154, 3043.9051573699044, 2186.067237363594, 2652.3264871813567, 2534.036996929651]","[28292.28936149007, 24396.74364301453, 40677.47750167965, 34577.452383010066, 35354.38942923329, 28787.543975077184, 26756.082136628695, 29761.53564099569, 31059.667507581766, 30138.300607953795, 13487.96105788046, 24866.33298840436, 30037.187924928003, 39570.76704580876, 28418.874085726722, 34480.24433335764, 32942.480960085464]","[0.3180284900850042, 0.28985651947673247, 0.29624397670163916, 0.2771266611288532, 0.2772745061634759, 0.29130329885440154, 0.27632611355266945, 0.2805917004929233, 0.3086331137043166, 0.28937765523912173, 0.2990381854785396, 0.299720488624266, 0.27187042150511154, 0.2827533989237099, 0.2738274813862215, 0.2915824451212418, 0.27646765861904615]","[0.10213958236904142, 0.18557348825558712, 0.2824847578909081, 0.16469359700966343, 0.23635401469447417, 0.17283404092363264, 0.22279504123813187, 0.24502668851931417, 0.44135485171094846, 0.1943254416405894, 0.014115747084011485, 0.2149405480353523, 0.41400115097169926, 0.44360959172254966, 0.28511450778495057, 0.23953290113001818, 0.3166634244662183]","[0.00035030627641026896, 0.008217578477452404, -0.01646536566276979, -0.011925751640751948, -0.01751307357919809, -0.006572430808741109, -0.017803862132873594, -0.0054958689842275164, -0.007902840961514843, -0.0018834967532877478, 0.003153647531939084, -0.0011623814310696573, -0.0017716506641102274, -0.01729141639826339, -0.006014727859084566, -0.00022343312779169767, -0.00909391253374762]","[631.9933601891113, 509.4992338694651, 608.8986040017724, 609.0018839028701, 535.6545242024278, 509.3405089169225, 675.2414535787622, 583.4775549550654, 517.953327727935, 493.02861865405225, 537.4213344880562, 506.4003657296177, 492.5552327387505, 621.6045160864278, 574.542480848513, 509.24423340418184, 580.8658956926328]","[2007.61045475596, 1541.455455662049, 1883.3783021907216, 1984.8285478414948, 1638.6601084286406, 1601.171245771585, 1906.8261844595684, 1623.8976547398518, 1589.5721750161083, 1405.6797302875323, 1634.7197542485503, 1778.1541961984535, 1726.8463449379833, 1971.3702958883698, 1975.421645960857, 1454.2681821842784, 1741.997284250161]","[0.0076343226, 0.011020354, 0.022200232, 0.013438231, 0.018141625, 0.011540366, 0.016106244, 0.01559987, 0.019996177, 0.013405574, 0.0016956748, 0.012770946, 0.01875154, 0.022525232, 0.014746292, 0.015943667, 0.021420747]","[0.032530344194047954, 0.39478187417355337, 0.12495448147575194, 0.10719381158396937, 0.14318954767980183, 0.37634092729566726, 0.11514917762327917, 0.31031724870322747, 0.258472455324514, 0.28006484580485086, 0.01748124592227234, 0.04235661264538044, 0.3633556189411973, 0.2009432229030175, 0.15953297002383093, 0.39671648692130745, 0.16454225964951041]","[1243.3130970774691, 817.5692489649201, 976.9343117988902, 1037.6424971084073, 868.7212954512855, 816.2320717321873, 950.1463706555694, 792.5189958730833, 818.250122937011, 685.2187456224061, 956.7497062301386, 1221.7418532685515, 1003.1900923076237, 980.3628971706569, 1182.6010021515806, 685.2716224421201, 828.6261035920161]","[1.1327487778580705, 0.7736716614414157, 1.8254067795319873, 1.657645791039801, 1.7215392576557809, 1.1619638997394128, 2.120900046095904, 1.4941329831262784, 1.34376294299467, 1.1184466604226122, 0.48315322024424995, 1.1573282862867003, 1.0577572668583886, 1.7172657081135712, 1.070323917417253, 1.4977346430409952, 2.1022292609013142]","[0.23875694668170103, 0.16678328366623713, 0.20916559278350516, 0.22512785921391754, 0.17883426626932988, 0.17323413337628865, 0.19211601965206185, 0.15859576353092783, 0.16920455460695877, 0.14297579735824742, 0.20135560969716496, 0.21893121778350516, 0.18552170586340205, 0.19972213273195877, 0.22674371778350516, 0.13762483891752578, 0.18573564352448454]","[24.429605501826764, 24.717447755832264, 24.773299627911285, 25.216197409505877, 24.56543833790251, 21.85110134672921, 24.820700659931173, 24.229173420514247, 23.25539250379976, 24.564621412809263, 24.80757459406622, 25.33823367254428, 23.878387799173336, 24.705153341689424, 25.628768757371724, 24.109266126050336, 24.8463123447913]","[264.05971646821257, 277.0710500401681, 257.5192433286931, 265.57547688181614, 249.2401108680543, 268.680538298788, 243.99102412110793, 231.78894835041436, 260.9018163277069, 267.0202492929626, 333.02264064963197, 319.61910375376976, 264.34095874792393, 239.29206455161736, 251.75672229946102, 235.44576732998368, 213.931404835634]","[2.1237047336913704, -3.4029546472102854e-06, 0.5216649787386778, -0.03661243705408095, 1.6372815028210341, 0.03560010401819897, -7.779429928476222, 0.022504820764132072, 0.02710219143204587, -0.0002317749888106328, 0.4928326713021217, 0.16157619257792774, 0.0002824896298515384, 0.2346917146854933, 0.0006514434307104974, 1.078337618053725e-07, -0.32865080321187934]","[1430.496863422722, 1101.9554663756082, 1310.7058502099378, 1407.8571306867416, 1132.4777172853298, 1123.7851180442706, 1246.249489789887, 1076.0272113537947, 1078.1437665855542, 947.0073078688646, 1139.2808852264272, 1323.594961900308, 1268.229544996087, 1352.8550591248113, 1429.6405813501092, 973.2043908365591, 1178.5855628066165]","[117.45383522727273, 143.5546875, 107.666015625, 161.4990234375, 86.1328125, 71.77734375, 80.74951171875, 143.5546875, 92.28515625, 184.5703125, 16.35433148734177, 86.1328125, 107.666015625, 117.45383522727273, 92.28515625, 117.45383522727273, 64.599609375]","[0.08646733145267659, 0.10514501709929724, 0.23774456897772817, 0.12189480557124438, 0.1853605625372869, 0.1171202423445474, 0.1531130312528765, 0.1566816440942875, 0.2010329595475265, 0.1375770375026445, 0.01836836838061963, 0.1119298783087359, 0.18810627554435813, 0.24257956330739291, 0.15349712123834738, 0.1505221288993246, 0.19280237652474874]","[0.0076343226, 0.011020354, 0.022200232, 0.013438231, 0.018141625, 0.011540366, 0.016106244, 0.01559987, 0.019996177, 0.013405574, 0.0016956748, 0.012770946, 0.01875154, 0.022525232, 0.014746292, 0.015943667, 0.021420747]","[18.21355341796566, 16.950360925466455, 13.038505371626654, 15.701567030358294, 10.977743490454516, 16.437874071937728, 21.853997136152028, 16.787124437082827, 13.662263601132517, 16.362755589747504, 25.94572422119188, 20.145557501910716, 12.789024029449143, 13.077610192770655, 14.056578122527553, 13.810098385775891, 11.943129956026075]"
Frustration,"[-59.901541543121546, -50.23948359256489, -50.6524119775318, -48.88735514651287, -49.388960702993636, -48.97916463537773, -47.8750922335012, -47.488487374661226, -48.17596844581171, -54.25146745242723, -48.3567557610527, -54.30387330816694, -49.70983561676287, -47.093965937366434, -49.14956581081539, -48.880460364252684, -48.929458535559014, -46.44950577041214, -49.12367250683644, -51.76562924884483, -51.71979601684352, -53.69487540726078, -52.380114521119985]","[2355.880126346601, 2639.8921091755515, 2703.964015941109, 2794.893480248427, 2540.8956301693156, 2523.8555009821293, 2590.4169977731103, 2517.5468323948767, 2422.2367324388365, 3270.3711027923546, 2754.2275876392046, 2830.9336963737233, 3245.850240493283, 1719.9359169040154, 2696.229777989786, 3004.4904664956284, 2727.5045524552747, 2481.578642228045, 2501.569276499924, 3100.886167578893, 3040.744151357661, 3114.8547945785663, 2732.8021822178025]","[30626.441642505815, 34318.59741928217, 35151.53220723442, 36333.61524322955, 33031.6431922011, 32810.121512767684, 33675.42097105044, 32728.108821133395, 31489.077521704876, 42514.82433630061, 35804.95863930966, 36802.138052858405, 42196.05312641268, 22359.1669197522, 35050.98711386722, 39058.37606444317, 35457.55918191857, 32260.522348964583, 32520.400594499013, 40311.52017852561, 39529.67396764959, 40493.11232952136, 35526.42836883143]","[0.3255286013181867, 0.26091903554945445, 0.2802475120121393, 0.27550827581303244, 0.2910434498563047, 0.2949191264704871, 0.2849609479027008, 0.2828403675953112, 0.2702307642303625, 0.28410382020462194, 0.29889034308179036, 0.27873918464365594, 0.3080633452265727, 0.28386611721076344, 0.2931540728634235, 0.2748950553512714, 0.29812300596414104, 0.2864652990952384, 0.27225293279865703, 0.3116016234218853, 0.2984580237127501, 0.2909802751514535, 0.2749128264169939]","[0.010151325632898413, 0.14995013125338102, 0.14201254036507444, 0.20615751122445353, 0.17463746551736906, 0.18504738611440194, 0.23059698931452047, 0.2847068271414579, 0.21395772826047835, 0.10209459967561163, 0.23395641856808227, 0.05876863627952277, 0.22405302394718096, 0.1880281105259817, 0.21910695932407862, 0.18201980341987986, 0.1487860661902545, 0.3271511515975583, 0.10850367388181362, 0.13256111206592217, 0.10078597467834267, 0.10926510229304008, 0.1085673118034705]","[0.006005793204679358, -0.002055594925337683, -0.004186651917913149, -0.016473643060324304, -0.018428797860226193, -0.010837933618810601, -0.012422205704609262, -0.01781074740198168, -0.011917183230609097, -0.012039154482172243, -0.009682423621089299, -0.017974382105588337, -0.008911706852578336, -0.0003664600170674541, -0.008703541045749993, -0.006745328134493089, -0.015615315697855224, -0.02622949610654928, -0.017630198302252837, -0.009277446621794893, -0.015492157795918829, -0.0243421272490351, -0.014682702537731669]","[463.8731978405903, 587.8764172458547, 645.1233340449724, 706.7344072352694, 631.7554530033527, 689.5038498395468, 573.6817332161784, 643.6843136794179, 647.8908387645243, 623.0792769744947, 651.120591472305, 631.8149419221934, 588.1121750938254, 540.124892499429, 592.3160312842537, 559.1913225344471, 518.029190130743, 601.079117471219, 579.0453841380594, 598.1341132384251, 671.4359415649631, 683.1456317661523, 632.9414910605338]","[1588.7397058231315, 2127.624763410116, 2447.3761804325063, 1981.2766792847938, 1695.73974609375, 1961.963394007732, 1959.0497518323132, 1765.8614011154962, 1949.2266153551868, 1698.6256392960695, 1734.3108187016753, 1789.7532669539305, 1742.0527821963594, 1631.7783631000323, 1665.8541020658827, 1710.5854467018364, 1571.674087367107, 1643.5716766672035, 1921.47764225596, 1568.3164616221004, 1966.4587276498066, 1862.7053172317976, 1864.0372679405605]","[0.002412867, 0.011665771, 0.0115416795, 0.01623879, 0.013758797, 0.014443026, 0.0139743835, 0.018850483, 0.015828863, 0.012513792, 0.01626934, 0.009548952, 0.01787322, 0.011714667, 0.014618412, 0.01627459, 0.013094645, 0.018676937, 0.011927062, 0.013519353, 0.012141473, 0.012587782, 0.012245352]","[0.008314797983574346, 0.1610544191215397, 0.11222905382004164, 0.20370991917493445, 0.21323198350461772, 0.1414890492415932, 0.2830697079214984, 0.1940990983894488, 0.140146194726927, 0.245641135219739, 0.19029540337895207, 0.16576221134473948, 0.20598415264046638, 0.3036308054591954, 0.2568517473082845, 0.11886317849085337, 0.2671992585344743, 0.1867845071089077, 0.07862197798956551, 0.1405798084366552, 0.23453014759937, 0.06399416732254654, 0.112296273051339]","[990.9788921031085, 1408.3078547438, 1555.3717761085707, 903.379077001404, 800.2936145920672, 786.8109233025998, 1151.048435574036, 668.6307695776921, 832.0944788132483, 748.4020118464631, 716.9096129550105, 896.9940986426129, 814.0688054964718, 824.8542884818189, 776.8905290753953, 882.6460357371675, 838.2878431311449, 691.328935991377, 1048.0059468125453, 695.2445836077213, 864.239863785691, 955.6749685729203, 884.4357183477596]","[1.2374887551119356, 1.313354794572588, 1.4547334849095361, 1.6567233928837084, 1.7928871453421449, 2.1626450423477364, 1.21948900455245, 1.9079088473236796, 1.8176557165314553, 2.135844674537996, 2.041598401426014, 2.0930932337083763, 2.0211979823410324, 1.0088408049599011, 1.6526619114874563, 2.050969771478956, 1.2888329902208995, 1.7066980095901143, 2.0019472749609997, 2.135578265710355, 1.8052264548147332, 2.224424898798954, 1.9198001723561726]","[0.19885631443298968, 0.2626625926224227, 0.28802553157216493, 0.19036424774484537, 0.16549965769974226, 0.19080219072164947, 0.21686986549613402, 0.15773497905927836, 0.18149967783505155, 0.17341031733247422, 0.16603324339561856, 0.18398890544458762, 0.18967209648840205, 0.17417294217139176, 0.1571460212628866, 0.18401910840850516, 0.16891762644974226, 0.15305100273840205, 0.21670878302190721, 0.16859546150128865, 0.19892930492912372, 0.21058261517396906, 0.19658605831185566]","[23.32420280772196, 24.308461437558986, 25.85757003640894, 24.58073394486082, 24.56441482755528, 24.585865607294874, 24.702055783757775, 25.23069730842828, 24.780768318598493, 23.14826894468718, 23.431662801938963, 24.268161380121384, 23.882467086879174, 23.217089429538824, 22.57736316813059, 24.075629025491633, 24.211377127185052, 23.700723152918286, 24.636154136817606, 24.386326107775254, 23.55962516285907, 25.502702890839387, 25.04358250724625]","[299.01467851136397, 245.31213059474365, 268.6599055597229, 256.55589906040075, 243.7883958815852, 245.340430042792, 297.1486190359477, 263.7403208223398, 259.3257731567834, 247.44297542622022, 262.02316091611493, 222.26623755790382, 261.29420268101137, 267.4217685171472, 244.16136346118776, 243.4812720776218, 280.3127930614355, 235.93638181429452, 257.54930916592343, 248.23673662449957, 258.1426729043123, 226.06948187379757, 232.2791869423065]","[-1.0136543208078177, 0.10722489133477386, -0.020037705528184156, -0.027596222747348798, 7.503111792054265, -0.07229387741858694, 0.07854533294351276, -1.0563212979076717, -0.06955119651375487, 0.002913481568822743, 0.3382570281484005, 0.2613502461695393, 0.0008553285650718152, 0.7188367471155265, 0.06383665421011131, -0.0013701411886467211, -0.3161193510883718, -0.2250543564726698, -0.042603426599296855, -2.477182569555334, -2.379038011148066, 3.6986797126794246, -2.2678601357676618]","[1150.0978702077646, 1636.0012320449273, 1825.0445405197404, 1319.4584056313079, 1106.3079192626362, 1269.8592175958731, 1429.7082080724078, 1120.5577744217494, 1274.79967994852, 1150.7860301298251, 1082.0749486842685, 1203.0961627007955, 1189.8426242531393, 1126.6310035443908, 1105.2898613105122, 1188.9049985287102, 1077.4814955496847, 1039.8619273847826, 1365.5245505433288, 1050.7642971246319, 1294.072663730777, 1270.8984507320454, 1232.5447799656483]","[47.8515625, 80.74951171875, 117.45383522727273, 161.4990234375, 75.99954044117646, 215.33203125, 86.1328125, 92.28515625, 107.666015625, 161.4990234375, 143.5546875, 117.45383522727273, 143.5546875, 51.6796875, 161.4990234375, 99.38401442307692, 161.4990234375, 99.38401442307692, 129.19921875, 117.45383522727273, 161.4990234375, 161.4990234375, 67.99958881578948]","[0.03238704888742937, 0.12241985185124464, 0.12781660619648236, 0.16631193104346897, 0.13728683247883894, 0.15416000853656098, 0.15459063917595717, 0.17779118567728858, 0.1490136230496244, 0.12573891913810412, 0.17514167003160105, 0.09551177387481571, 0.18726988383422313, 0.099231241680387, 0.15024732995219553, 0.18627439330999201, 0.13526962800736758, 0.19689454486793267, 0.12425561042383003, 0.15489578661492476, 0.1282994892568241, 0.13667508241849866, 0.11338559143482817]","[0.002412867, 0.011665771, 0.0115416795, 0.01623879, 0.013758797, 0.014443026, 0.0139743835, 0.018850483, 0.015828863, 0.012513792, 0.01626934, 0.009548952, 0.01787322, 0.011714667, 0.014618412, 0.01627459, 0.013094645, 0.018676937, 0.011927062, 0.013519353, 0.012141473, 0.012587782, 0.012245352]","[19.745703928685256, 15.130033336248077, 17.876701241336526, 14.955496169446425, 17.717259934371373, 22.296093515365655, 15.875366995892701, 15.974975385771607, 21.662099634195638, 14.70592974676232, 19.294893668421903, 17.256750457808476, 15.777040173671422, 21.269020541084195, 16.579561133461148, 16.078156879637287, 15.084194429188235, 20.51769226241419, 14.608412340536008, 22.555151968797077, 17.16812324593127, 15.83408968292892, 11.605857297751282]"
Pride,"[-48.366249570767714, -46.966976256235014, -49.022043668608504, -48.43980666594336, -45.36530536106572, -54.05052722441818, -47.29107078003403, -48.608321414864086, -49.71363819428166, -49.842707047934105, -48.02016775960985, -48.09780125453208, -50.83545700591217, -45.26235346622422, -47.97879275108218, -50.92874773323057, -49.631514256740275, -49.867257042277224]","[1120.1357232898167, 2564.683718907637, 2363.403910757445, 2874.6367732633594, 2345.2987772015977, 2670.723778994931, 3002.6063246880904, 2440.5485904955913, 2674.7838817746956, 2161.569649716516, 3010.8208618500485, 2409.9169561807803, 2489.5401513893344, 2010.923301487424, 2619.8809469880703, 2674.8967321432433, 2626.025943483438, 2314.1816154607286]","[14561.764402767616, 33340.88834579928, 30724.250839846783, 37370.27805242367, 30488.884103620767, 34719.4091269341, 39033.882220945176, 31727.131676442685, 34772.19046307104, 28100.405446314708, 39140.67120405063, 31328.920430350146, 32364.021968061348, 26142.00291933651, 34058.452310844914, 34773.657517862164, 34138.337265284696, 30084.36100098947]","[0.32254505973729714, 0.2898563078059284, 0.29096333121227563, 0.30624399549438136, 0.2830419047194515, 0.2951109532214826, 0.2913866216585119, 0.28237343942567933, 0.3117775902447807, 0.272499844505361, 0.3021141882920113, 0.28168666856312113, 0.2620947806069723, 0.287585246999539, 0.2950062896962688, 0.2851390827072628, 0.28095013470903024, 0.26703323580693794]","[0.07042078500307075, 0.2525987896341664, 0.13648331309273362, 0.229917051878531, 0.3131459264718374, 0.044707067454315394, 0.31856264856811567, 0.3415362905527719, 0.16923408816781282, 0.13174881374312805, 0.3162688706313009, 0.19460304594890435, 0.18420007938221794, 0.32225430127629845, 0.22902817723152621, 0.09415358780850148, 0.1717636834904876, 0.1998053122012945]","[-0.00039022027251645817, -0.021043420798407476, -0.010859043806600605, -0.012748212996759581, 0.0008063230825077068, -0.011598879703777723, -0.01693750877042501, -0.010721777034134466, -0.005535057171332062, -0.01031786192613797, -0.022069770818669447, -0.005495963088728638, -0.016256115936462253, -0.010909847282146114, -0.008801264871291738, -0.019224761575875795, -0.022119129554039746, -0.014657925155141908]","[542.2976107913221, 635.9349843235976, 600.4263570145472, 605.8642047483697, 594.3623549618601, 503.0331999829793, 646.7749331239947, 592.3909633900062, 490.2457830691122, 528.2189545751825, 578.0991832459536, 567.274527533013, 605.704872184164, 614.2445656315291, 565.7763501035254, 638.83335179248, 586.3791338173079, 631.8078730023545]","[1732.6458803157216, 1846.4444189956507, 1874.6373756644653, 1881.2693802351805, 1721.2410523719395, 1399.3807133940077, 1900.1386819426546, 1846.5276659149486, 1434.2334236066365, 1543.3978837789948, 1584.9380965085375, 1633.221309701192, 1864.5922474025451, 1784.924945634665, 1659.1388505758698, 1783.7317397913982, 1856.4895472575708, 1740.4155927835052]","[0.004645351, 0.017680012, 0.01049419, 0.016141558, 0.017550927, 0.007221103, 0.023769092, 0.01573573, 0.012941645, 0.0108362865, 0.021953905, 0.014349352, 0.01298579, 0.01730077, 0.015265096, 0.011586459, 0.014489843, 0.012768249]","[0.12965222010843522, 0.1201870239729079, 0.2024647545884729, 0.10244803611157724, 0.1493308661321017, 0.29795345672792267, 0.16303945994907154, 0.28186598022425496, 0.28062041080814876, 0.2669655497816361, 0.11573567929618984, 0.21993699819648027, 0.10627506228697117, 0.1451902034131687, 0.25987138764988815, 0.30092500707675357, 0.13752210970313367, 0.24107972902983912]","[1018.2700115849817, 873.9140568104307, 1057.3956560078414, 999.0634490373238, 940.717276318125, 625.7862926403445, 873.1271663613151, 865.7406996290356, 730.1692913012827, 793.3065368077101, 644.3606217489353, 787.8043443526466, 997.0585765812668, 852.3012957723989, 839.1127442262173, 716.4366517935204, 995.2454490249448, 787.0801028548167]","[0.8291414854570522, 1.9567902240348312, 1.579156952813582, 1.6845629564056936, 1.749859791589063, 1.8182189255844272, 2.363823189581905, 1.573525323889505, 1.5227771754125203, 1.2398435730759858, 1.7556493085641434, 1.7131425667245057, 1.7459983663514118, 1.8641766736434737, 1.704406771127465, 1.7251509042856947, 1.8526927314086232, 1.584580271235035]","[0.20419720521907217, 0.19288116140463918, 0.20830480831185566, 0.20647752899484537, 0.1878246818621134, 0.13479582796391754, 0.20054768041237114, 0.19178378704896906, 0.15628523679123713, 0.16415814271907217, 0.16228807586984537, 0.1669166800902062, 0.2097973381121134, 0.17736942251932988, 0.16183251449742267, 0.17493053318298968, 0.2023145538015464, 0.17212669136597938]","[24.401500968536244, 24.500424908647677, 23.809535696304305, 24.832528185081845, 23.764131313172484, 23.869970965220375, 24.40079068485717, 22.528023733494226, 22.356028658331272, 23.716680304726125, 24.19761603651697, 24.105564645250865, 24.722468066052606, 25.258810926498477, 23.21934108914871, 23.528022381629917, 24.866683852147517, 23.95076150496733]","[238.52440837109788, 240.14438297094517, 265.8907208756351, 254.68396998303416, 251.8480617769038, 262.04272496312245, 249.86152673000174, 243.4876559989616, 241.89755990131206, 255.5557249973466, 260.09238113446594, 236.42663304237837, 253.14225149525143, 240.97998648563046, 258.02687778154717, 249.52171163036294, 257.3949382685892, 225.6172928236871]","[-1.8166373272736362, -0.5376474007132754, -0.8520575965131503, 0.2575496472089418, 0.054326965578614606, 0.06502993857748476, 34.116340464438245, 0.07594407489237409, -0.00841136132198056, 0.8225632845003198, 1.303796273643949, -0.6786015722993549, -0.31606667433260904, 0.049503253853959456, -1.1567477220627346e-06, 0.28352864007666684, 0.27181215477421383, -0.7811145172314491]","[1215.1323337880121, 1248.192000597935, 1329.5974477443879, 1321.4679530261483, 1176.8761487351244, 910.9567677914144, 1252.909281549967, 1270.239023389877, 988.395918278618, 1072.8514171069162, 1048.6450570469758, 1100.041218436497, 1310.69113266369, 1185.5385456007675, 1110.886796021114, 1133.4553945118116, 1304.7051139543037, 1151.0581776875404]","[75.99954044117646, 99.38401442307692, 215.33203125, 143.5546875, 107.666015625, 92.28515625, 129.19921875, 129.19921875, 107.666015625, 215.33203125, 61.5234375, 129.19921875, 107.666015625, 161.4990234375, 161.4990234375, 56.17357336956522, 64.599609375, 58.72691761363637]","[0.04056709739108536, 0.18788396875043945, 0.11052551628968313, 0.1820528521150538, 0.19343537695279622, 0.07587186977321503, 0.2473170986967646, 0.16460961566218255, 0.14160981145519397, 0.09763762537322034, 0.21292207088917384, 0.14263814436185998, 0.1345982867050408, 0.158651817797472, 0.16831670737597887, 0.1098598413506578, 0.1357917092968254, 0.13506853315147366]","[0.004645351, 0.017680012, 0.01049419, 0.016141558, 0.017550927, 0.007221103, 0.023769092, 0.01573573, 0.012941645, 0.0108362865, 0.021953905, 0.014349352, 0.01298579, 0.01730077, 0.015265096, 0.011586459, 0.014489843, 0.012768249]","[13.799049575625746, 15.673803834047078, 29.674183952389576, 13.713851978295075, 16.667407136255353, 15.571523868806736, 11.624048583403551, 19.04842886693041, 19.45294466933137, 14.20656363839968, 13.237925136302044, 25.889346871601706, 18.372230231300456, 17.676083808139545, 19.764049228880037, 13.756705515731706, 22.695111607277113, 20.878739663295388]"
