label,mfccs_mean,mfccs_var,total-mfccs_var,chroma-stft_mean,mel-spectrogram_mean,tonnetz_mean,spectral-bandwidth_mean,spectral-rolloff_mean,rmse_mean,spectral-flatness_mean,pitch_mean,envelope_mean,zcr_mean,spectral-contrast_mean,temporal-centroid,harmonic-to-noise-ratio,spectral-centroid_mean,tempo,poly-features_mean,rms-energy_mean,crest-factor
Shame,0.17060338479324058,0.23847322262599116,0.23847322262598988,-1.6303795402709835,-0.20848691183317178,1.6443559275704014,-1.2077789726410781,-0.07178764958298609,0.07134622420997008,-0.009650901686234423,0.7323772670303054,0.02309934396237226,0.6154624117769347,1.1967638962429632,1.1554561615648926,-0.1811822347603739,0.8140293369348349,-2.18932006394849,0.021192214724627848,0.07134622420997008,-0.323686030841653
Neutral,-3.5632117363205253,-1.0517541593912814,-1.0517541593912827,0.5092879444397413,-1.4185715672193113,0.6027260337732847,1.4616824212857333,1.544714511147336,-1.7568212940861436,-0.9634692475235892,1.497446403169773,-1.1081397205936019,1.6857430789270809,0.6923552729406892,1.2087048910370135,0.06496235681211752,1.3299406900719983,-2.0192360879288773,-1.7337641307156357,-1.7568212940861436,3.3590121492427993
Frustration,-0.5760411509168278,1.040479104881711,1.0404791048817097,-0.9751742508773329,-0.19728683142568432,1.399347030552544,-2.336638275097813,-0.5222087719289802,0.3303492062013432,0.5842904282270381,0.987123258596101,0.7238820426993148,0.5790751991729378,0.7657839766253892,1.2775517865426778,0.007231172767657184,0.7376493817915448,-1.5515051538749407,0.3057757520053947,0.3303492062013432,-0.8045300811200372
Pride,-0.2514543959207581,0.9235701045850122,0.9235701045850104,-0.5402386631205262,-0.23492430697490016,2.232897233004207,-1.6209702817286953,-0.6549731358015494,0.38434343311784797,-0.19594570382361504,0.6576499199496737,0.7578626184089048,0.19608560878748216,1.835240823516429,1.4481587113519405,0.012007205890138876,0.21669200479355077,-0.48848030375235785,0.3521871707709975,0.38434343311784797,-0.7448964919425572
Joy,0.22365331503720423,0.37444235321539204,0.3744423532153906,-1.521856444127321,-0.030947189454279937,1.171773919017309,-1.2577806200208406,-0.49917703071220487,0.35908265044300597,-0.6046384086506913,0.26339927068658436,0.6357093276494188,0.04364307264515344,0.730131960329506,0.49506611528399624,0.008648658664925564,0.1930844673071271,-1.3955948425236286,0.27007946894595247,0.35908265044300597,-0.7421068149060437
Frustration,-1.5171523691060615,0.7614359706094064,0.761435970609405,0.1671269302859596,-0.6897325565409869,0.9812801067745043,0.7180188828121997,-0.7537714854107865,-0.3155156835375753,-0.43423504154751486,-1.7651104268606308,0.6496369433572711,-1.3031656480791052,0.1739469063081971,-0.24703975417725438,-0.04625326786619874,-1.3926220376014422,0.7871495163947412,-0.32708106358286926,-0.3155156835375753,-0.30852735036021517
Neutral,1.663536736358531,-2.110623482880734,-2.110623482880735,1.421136876502508,-1.0596679569474337,0.4605752738756126,0.8735979074929817,1.2913672492413453,-1.4263360634182929,-0.9628346625445575,1.3619107750847912,-1.8755174307503149,1.2603195107832015,-0.04357246077798848,1.1557745467192442,3.1550458868782774,1.1122972371555637,1.4553365650432217,-1.4279352457940753,-1.4263360634182929,1.982373729133914
Shame,-1.078753143484272,0.665242274644421,0.6652422746444195,2.170158134519969,-0.592947450880103,-0.4540902854916507,1.0679964186444675,0.06848754820757266,-0.3141859385604578,-0.45314345095840697,-0.4876845241627632,0.10659739828618761,-0.35283764983047755,-0.1817485620437565,0.03928140834906154,-1.4335055318725451,-0.6443917096813581,0.7871495163947412,-0.28816662943293303,-0.3141859385604578,-0.9010680443946226
Pride,-0.09762614520694413,0.12097708717326398,0.12097708717326268,0.6929070033271487,-0.4096632233527099,0.7941382951192245,1.2309032487328528,0.6179480349789779,-0.10420036152502979,-0.669459955705599,0.3833713120563797,0.513251106706157,0.26896395624864344,-0.0765595472363433,-1.0216379617365978,0.0459989654088746,0.5109030841589257,-0.14831235171313156,-0.04604149963043505,-0.10420036152502979,-1.1425583291443264
Joy,-1.7341301132125206,1.6933241652831497,1.6933241652831486,1.9823562252343068,-0.2137034047474888,0.243251421645239,1.3575997038984058,-0.4811801469439654,0.3879378173171129,-0.23957809425947074,-1.4847953521233206,1.2524725448641734,-0.8951488823478038,-0.055153349738096276,0.04866527029626991,-0.02700519111961953,-1.2517033775148922,2.3462526299078625,0.4268306336522478,0.3879378173171129,-1.2278897196465646
Shame,-0.3259484243774657,-1.3164637254796885,-1.3164637254796896,-0.4328789781927362,-1.147874727491843,0.04810004896421705,0.7301996478894602,-0.04661427305802756,-1.2821505430992408,-0.9194247692412904,-0.34787915723196583,-1.5054573155118998,-0.16441129480623146,1.2957041015584396,0.12651578327648955,-0.7744686032098617,-0.6103596509437317,0.7871495163947412,-1.3486869756630744,-1.2821505430992408,0.7550883595992451
Neutral,-1.4555313276377044,-0.9171190568610743,-0.9171190568610756,1.5127349915701491,-1.175694439959154,0.3540834620013829,0.5866546776371141,1.0960690073652968,-1.3887649578024948,-0.8397170166040081,1.2117426079043299,-1.0515673117370146,0.991592714433475,-0.5504270094330737,1.7379068907846202,2.1395765747176565,0.9712598907123348,0.7871495163947412,-1.3507260529677605,-1.3887649578024948,2.4960953800250496
Frustration,-0.018912597477845544,-0.536826156715782,-0.5368261567157832,-1.780427921145956,-0.8445054864253138,0.3438557670812169,1.6743763208910716,1.046856371582845,-0.5979190937929936,-1.1219674925152254,-0.30730797195075066,-0.06857580150816016,-0.3854144670421862,1.6407907421289054,1.419525573606504,0.4670446086084654,0.35703372485584,-0.14831235171313156,-0.8023918151825828,-0.5979190937929936,-0.8736171510230234
Pride,-0.7009285461104509,-0.3696229098888886,-0.3696229098888899,0.07528896882716185,-0.9641058047396198,-0.1224511671389738,0.7280583832782211,-0.09760521188153254,-0.8002115243385538,-0.8355654794798089,-0.5302197516184096,-0.15664910539174642,-0.5828636529881601,1.2944212401550383,0.8613072808390144,-0.08558133687193036,-0.5898462341279977,-0.48848030375235785,-0.9554237172323042,-0.8002115243385538,-0.5620274154921687
Joy,-0.6306504909502918,0.15420967642589045,0.1542096764258891,-0.338236919196823,-0.38196154560684564,-2.0130340238879865,0.4491953014546422,-0.24072814573322318,-0.08728022531680048,-0.5718177868753471,-0.38619332189966216,0.3816496481163817,-0.8385103005602393,1.495284363907232,-0.20707154183190574,0.030192362601192558,-0.5729263128253211,0.7871495163947412,-0.312325150007043,-0.08728022531680048,-0.3616857037420623
Pride,0.7628000647865596,0.4743492704390415,0.47434927043904035,-1.1125485299451925,1.9976841096783864,-2.1686448128850357,-0.7535920700798543,-1.2505217150796917,1.6521711674342325,-0.0625636834818314,-1.2115845970644632,1.156882375736369,-1.003252037941166,0.6174836213009737,-1.9697445124252846,0.14500543393782717,-1.290671066311553,-1.3955948425236286,1.4567060065343238,1.6521711674342325,-0.6509082031349637
Neutral,-0.5584793264529404,-1.6411386032509545,-1.6411386032509556,1.6042783311314486,-1.0682564373860166,0.10594976556176598,1.2604968877089868,1.0639706902840045,-1.491934552977729,-0.8191918763965745,0.8998294258125654,-1.7726818505728292,0.8344164984470184,-1.616751359263331,-0.13171987283905137,0.22340721316975998,0.6159452271918581,0.26744847855703413,-1.4148892292542556,-1.491934552977729,1.2113834334433258
Shame,1.8132069413752985,-0.1667928959778009,-0.1667928959778022,-0.5212238658638817,2.098645704487553,-0.9643887078466157,-0.46003764457165536,-0.9665884807379892,1.2953933879594417,1.6905482412795898,-0.787532989804617,-0.12915748678000016,-0.75870343566374,-0.2536388431655727,-1.6926936030632058,-1.008004545884873,-0.8622823099398224,-0.7719535971183801,1.1802743852436821,1.2953933879594417,-0.712206022356599
Frustration,0.984680422270338,0.3863010117097808,0.38630101170977965,-0.6233146785398909,1.7096822165474816,-0.7524495418085265,-1.1404821571942096,-1.8934800917465606,1.4815471001791556,0.8100519371052971,-1.5668884586024074,0.885008600422369,-1.3883037413356933,-0.6542794877280619,-1.8372712686580621,-0.19251588513092907,-1.9353862074443355,0.7871495163947412,1.324731094342275,1.4815471001791556,-0.95806412981945
Joy,1.7265784792751926,-0.11619068798433715,-0.11619068798433839,-1.9032976795814966,2.3682500758780667,-1.9574566028338112,-0.6653521750692681,-0.9140533615850606,1.5318498409098331,0.3639728003579718,-0.896097743258773,0.3845712521272417,-0.6220530521722805,0.9199878316250795,-2.10166333844389,-0.5937396459451592,-1.0066074755999828,-0.14831235171313156,1.2008363029642286,1.5318498409098331,-1.0894972559747536
Frustration,0.4958393759989757,0.2824508963453307,0.28245089634532927,1.0945948822245566,0.26775282738398876,0.13616639444485495,0.2599579136414242,0.01044573770718664,0.16929520701051495,1.1293388472321781,-0.8935919142716213,0.08036372244746431,-0.3230644171222777,-0.5564464814360994,0.7544018240500844,-1.6999585639004147,-0.11858745884294541,0.7871495163947412,0.2518924124254292,0.16929520701051495,-0.14355152318922956
Neutral,-0.5251442211343728,-0.7964047472738003,-0.7964047472738015,-0.5641467511668816,-0.8278951372307564,0.0966259065152227,0.5258625116147282,0.8281674574167079,-1.0014326116390095,-0.6530178584605397,0.9927188589575073,-1.0125539259710186,0.9412413748876121,-1.4634021499504004,0.008478634510426407,-0.2912916558064021,0.7926742389567574,-1.2174116295507005,-0.985805569881454,-1.0014326116390095,1.0488656828561975
Pride,0.28450091463988647,1.121220519012407,1.1212205190124056,0.9152501329539272,0.7736097257468498,-0.19743107677879196,0.6553959886037465,0.7317445718394742,0.6651713521363181,0.8941695552845743,-0.6536826148861946,1.0286719829538147,-0.05869722946055172,-1.789541775021721,0.5207130952279285,-0.14378459189859752,0.5687493291717945,1.4553365650432217,0.9344792113686995,0.6651713521363181,0.51596370456891
Shame,0.7359834853909453,0.5396619921770129,0.5396619921770116,1.0734029539305519,1.0106046577568732,-1.5311048922661947,1.129938111151462,0.6687033186926824,0.6887466560159731,0.2595089888351676,-1.0457966675456647,0.09298030686966988,-0.3217228415375057,-0.08136598290193595,0.11792035331613454,-0.21322882805021778,0.05724951555208616,-0.14831235171313156,0.7369350941996218,0.6887466560159731,-0.9564070276563996
Joy,-0.24186231360394003,0.86972730265459,0.8697273026545885,-2.2255352510408897,0.19554858555893104,0.1556709515460836,2.580375414193334,2.4783264017939413,0.6510480752803751,-0.5449389206588992,0.21168146350361233,1.2987723230412578,0.8937242981926026,0.8800259457692314,0.26361670556065836,-0.2522306500065464,2.201047693038653,-1.2174116295507005,0.5997107238211168,0.6510480752803751,-1.4142161391578256
Frustration,0.5629211378260552,-1.9377747256069873,-1.9377747256069884,1.6951008507137877,-1.350778126566974,0.39784259047125,1.666923460730893,1.1302905587744507,-1.6625675941130806,-0.8592037966120842,0.6794090941183759,-1.7195587820925404,1.165078684151914,1.0972684776252577,-0.690327408311363,-0.022923198401027908,0.43634704801373475,-1.0118156145819373,-1.611250924486221,-1.6625675941130806,1.2535586728028445
Neutral,-0.3893832304752637,-1.1018879384590072,-1.1018879384590086,1.1186197381150271,-0.9685349831928836,0.2170533906807035,0.7654932552597565,0.9174464612268424,-1.1789096170807973,-0.3756897829076647,1.2275060408417597,-1.1831850175903333,1.1460954548034596,-0.54297338323364,-0.3533694928281441,-0.28150486846419515,0.8994123179082117,-1.2174116295507005,-1.1168898707812602,-1.1789096170807973,1.5924712970539905
Shame,0.2169946398610489,-1.1754818796011992,-1.1754818796012,0.6377672567415275,-0.9642167507118751,0.05587815655823918,1.3947667942603044,1.0716118401013022,-1.1335619539084754,-0.7892002633881957,1.2324227312315295,-1.3721823355661906,1.2095629218055535,1.5054629521006189,-0.5373771307109342,-0.026609944886597528,0.7676340749229763,-0.14831235171313156,-1.1687441924838815,-1.1335619539084754,1.065719887773165
Pride,-2.4603928270128748,-0.2512694243534969,-0.2512694243534983,0.415297108499165,-1.2235355490402646,-0.2742150561226346,0.7275318726991389,0.7975526270477739,-1.3053735646532396,-0.24817621259971978,1.3541474912101337,-0.775687502756702,1.1770032442946206,1.0495322847444786,-0.3298273464881141,0.09335537515954705,0.869713777559985,-1.5515051538749407,-1.3043085276202833,-1.3053735646532396,0.01506094956859927
Joy,0.8516422224130135,0.13272829668047306,0.132728296680472,-0.4274528455106164,0.6582551494033918,-0.5319552236057313,1.3966143384217762,0.7019639416609507,0.5019346291432859,1.0668744352782573,0.03903176448692066,0.0433915592586026,0.37030626941378925,0.37623134824414983,-0.8395852085083172,0.006575050377613262,0.32431741629859784,-0.14831235171313156,0.5015630707628488,0.5019346291432859,-0.7480608151548812
Shame,-0.4566440478716969,0.30612072760983566,0.30612072760983416,0.666649825500856,-0.16856262557116988,0.21805906609536463,0.2018197437330301,0.7258159250829576,-0.22867636451712844,0.19919900714755695,0.8764414103288245,0.3602108543890831,1.1507060616156433,-0.05364112865129945,-0.19307191315391042,-0.23333806262233742,1.0860791068166695,-0.14831235171313156,-0.05545882967351145,-0.22867636451712844,0.44220584187790074
Neutral,0.4454750583633239,-2.0696294861945206,-2.0696294861945215,0.7836408220268252,-1.203076502876594,0.6159767157722331,1.135383687227731,1.57466644916739,-1.6290005648460124,-1.1749626234585782,1.862592634159783,-1.8779278819245733,1.6756827558665053,0.35032271522258346,0.486011980764835,-1.684293291392776,1.4915441760836365,0.26744847855703413,-1.6035068849767204,-1.6290005648460124,2.7968559923461322
